title,authors,abstract,year,keywords,doi,url,type
Preventing Information Inference in Access Control,"Paci Federica , Zannone Nicola ","<p>Technological innovations like social networks, personal devices<br />
and cloud computing, allow users to share and store online a huge<br />
amount of personal data. Sharing personal data online raises significant<br />
privacy concerns for users, who feel that they do not have<br />
full control over their data. A solution often proposed to alleviate<br />
users&rsquo; privacy concerns is to let them specify access control<br />
policies that reflect their privacy constraints. However, existing approaches<br />
to access control often produce policies which either are<br />
too restrictive or allow the leakage of sensitive information. In this<br />
paper, we present a novel access control model that reduces the risk<br />
of information leakage. The model relies on a data model which<br />
encodes the domain knowledge along with the semantic relations<br />
between data. We illustrate how the access control model and the<br />
reasoning over the data model can be automatically translated in<br />
XACML.We evaluate and compare our model with existing access<br />
control models with respect to its effectiveness in preventing leakage<br />
of sensitive information and efficiency in authoring policies.<br />
The evaluation shows that the proposed model allows the definition<br />
of effective access control policies that mitigate the risks of<br />
inference of sensitive data while reducing users&rsquo; effort in policy<br />
authoring compared to existing models.</p>",2016,"XACML, personal data, Access controls, complexity measures, Information Systems",10.1145/2752952.2752971,,publication
Metapasta,"Evdokim Kovach, Eduardo Pareja Tobes, Raquel Tobes, Marina Manrique","<p>Metapasta is an open-source, fast and horizontally scalable tool for community profiling based on the analysis of 16S metagenomics data. It is entirely cloud-based and specifically designed to take advantage of it: it performs the community profiling of a sample starting from raw Illumina reads in approximately 1 hour, needing approximately the same time for doing the same on hundreds of samples. It uses BLAST or LAST, but other mapping solutions can be integrated. The taxonomic assignment is done using a best hit and a lowest common ancestor paradigm taking the NCBI taxonomy as reference. As an output, Metapasta generates the frequencies of all the identified taxa in any of the samples in tab-separated value text files. This output includes direct assignment frequencies and cumulative frequencies based on the hierarchical structure of the taxonomy tree. Reports format can be configured using DSL similar to spreadsheet formulas. PDF files with assigned taxonomy tree can be rendered.</p>

<p>Metapasta is implemented in Scala and based on cloud computing (Amazon Web Services). The graph data platform&nbsp;Bio4jis used for retrieving taxonomy related information and the tool&nbsp;Compota&nbsp;is used for distributing and coordinating compute tasks.</p>",2016,"metagenomics, 16S, AWS",10.5281/zenodo.35367,,software
Efforts towards accessible and reliable bioinformatics,"Kalaš, Matúš","<p>The aim of the presented work was contributing to making scientific computing more accessible, reliable, and thus more efficient for researchers, primarily computational biologists and molecular biologists. Many approaches are possible and necessary towards these goals, and many layers need to be tackled, in collaborative community efforts with well-defined scope. As diverse components are necessary for the accessible and reliable bioinformatics scenario, our work focussed in particular on the following:</p>

<p>In the BioXSD project, we aimed at developing an XML-Schema-based data format compatible with Web services and programmatic libraries, that is expressive enough to be usable as a common, canonical data model that serves tools, libraries, and users with convenient data interoperability.</p>

<p>The EDAM ontology aimed at enumerating and organising concepts within bioinformatics, including operations and types of data. EDAM can be helpful in documenting and categorising bioinformatics resources using a standard &ldquo;vocabulary&rdquo;, enabling users to find respective resources and choose the right tools.</p>

<p>The eSysbio project explored ways of developing a workbench for collaborative data analysis, accessible in various ways for users with various tasks and expertise. We aimed at utilising the World-Wide-Web and industrial standards, in order to increase compatibility and maintainability, and foster shared effort.</p>

<p>In addition to these three main contributions that I have been involved in, I present a comprehensive but non-exhaustive research into the various previous and contemporary efforts and approaches to the broad topic of integrative bioinformatics, in particular with respect to bioinformatics software and services. I also mention some closely related efforts that I have been involved in.</p>

<p>The thesis is organised as follows: In the <em>Background</em> chapter, the field is presented, with various approaches and existing efforts. <em>Summary of results</em> summarises the contributions of my enclosed projects &ndash; the BioXSD data format, the EDAM ontology, and the eSysbio workbench prototype &ndash; to the broad topics of the thesis. The <em>Discussion</em> chapter presents further considerations and current work, and concludes the discussed contributions with alternative and future perspectives.</p>

<p>In the printed version, the three articles that are part of this thesis, are attached after the <em>Discussion</em> and References. In the electronic version (in PDF), the main thesis is optimised for reading on a&nbsp;screen, with clickable cross-references (<em>e.g.</em> from citations in the text to the list of References) and hyperlinks (<em>e.g.</em> for URLs and most References). A&nbsp;PDF viewer with &ldquo;back&ldquo; function is recommended.</p>",2016,"Integrative bioinformatics, Software integration, Data model, Ontology, Workbench, World Wide Web, Web service, BioXSD, EDAM, eSysbio, Free software, Open-source software, Accessibility, Reliability, Efficiency, Maintainability, Best practice, Community effort",10.5281/zenodo.33715,,publication
D1.2_Final Dissemination and Exploitation Plan,"Garavelli, Sara, Jones, Bob, Amsaghrou Rachida","<p>The following summary outlines the major assets and sustainability strategy that PICSE has produced during its eighteen month activity. This second iteration, which is the present report, combines the final strategy of the communication plan as well as addressing the exploitation of the project itself. The PICSE project, in its timeframe produced:</p>

<p><strong>Four PICSE Major Sustainable and Exploitable Assets </strong></p>

<ul>
	<li>
	<p><strong>PICSE Roadmap</strong><strong>, </strong>highlighting the existing challenges, barriers and trends in procuring cloud services and presenting a precise Call for Action for the three major stakeholders involved in the cloud procurement process: Public Research Sector Organisations, Cloud Service Providers and Policy Makers.</p>
	</li>
	<li>
	<p><strong>PICSE Cases Studies &amp; Best Practices</strong>, providing a set of lessons learnt and good practices at which public sector organisations can look at as a reference point when procuring cloud services.</p>
	</li>
	<li>
	<p><strong>The PICSE Wizard Tool</strong><strong> and a cloud procurement guide</strong><strong>, </strong>aimed to provide public research sector organisations new to the cloud with easy to use tools to facilitate and speed up the procurement of cloud services.</p>
	</li>
	<li>
	<p><strong>PICSE.eu platform</strong><strong>, </strong>a unique knowledge hub for public procurement of cloud services. Hosting all the main project assets, responds to several European policy priorities for cloud computing, by fostering trust in cloud services for the public sector.</p>
	</li>
</ul>

<p><strong>A successful learning experience setting the scene for a new joint Pre-Commercial Procurement</strong></p>

<ul>
	<li>
	<p><strong>PICSE&rsquo;s procurement model and networking activities</strong> <strong>has led to the formation of a joint Pre-Commercial Procurement (PCP) for innovative cloud services</strong> entitled HNSciCloud (2016-2018) Two of the PICSE partners are also involved. HNSciCloud aims to execute a joint tender led by 10 public research organisations across Europe, for which it will apply a revised and agile procurement model, based on the initial research performed by PICSE, and verify its applicability on a European scale. The experience gained will be used to refine the procurement model, which can establish a best practice for public sector procurements.</p>
	</li>
</ul>

<p>&nbsp;</p>

<p>&nbsp;</p>",2016,"Procurement, Cloud Services, Communication, Dissemination, Exploitation, Plan",10.5281/zenodo.49826,,publication
D2.2_Research Procurement Case Studies,Garavelli Sara,"<p>Digital transformation is absolutely crucial to any organisation whether public or private. It is at the very core of the digital single market, in order to ensure Europe reaps the socio-economic benefits of new technologies. Cloud computing has the potential to reduce IT expenditure and to boost organisational agility while at the same time expanding the scope for the delivery of flexible high-quality new services.<br />
Barriers to the adoption of cloud services range, shifting to new procurement processes matching the cloud&rsquo;s on-demand model, to lack of trust &amp; security, and finally from lack of mature technical standards to complex legal terms and fear of vendor lock-in. Overcoming these barriers is key to boosting public sector productivity and efficiency, and to meet the demands of a new set of users in a way that ensures secure and reliable and compliance with institutional requirements.<br />
This document describes a set of case studies documenting how public sector organisations worldwide have either carried out a process to procure cloud services, or are considering doing so. The experiences vary in term of success and offer insights into how the procurement of cloud services is impacting their current processes.<br />
Thirteen case studies are included; nine describe the experience of public sector organisations, which have procured different types of cloud services for different amounts of money; four others report the considerations of organisations that considering cloud procurement.<br />
The procurement experiences described in these case studies showcase that even if almost all of the organisations have the same procurement procedures, cloud procurement can be approached in many different ways. This is mainly due to different maturity levels with respect to cloud adoption in these organisations. However, as a common factor, almost all the organisations share the same challenges and agree on what would be the actions needed to quicken the cloud procurement process.<br />
Among the key lessons learned from the case studies are the following:<br />
&Oslash; Having the right skill set is fundamental for managing a successful procurement process;<br />
&Oslash; Legal aspects and Data Processor Agreements are fundamental for public entities to procure;<br />
&Oslash; Exit strategies when moving to the cloud should be carefully defined to avoid vendor lock-in;<br />
&Oslash; Writing an effective tender is of paramount importance: when writing tender specifications it is recommended to have some pre-discussions with potential providers to better understand the solutions they can offer;<br />
&Oslash; Standard and well-defined specifications work best;<br />
&Oslash; Marketing the tender is the first step to ensure that at least the minimum number of responses are received;<br />
&Oslash; Joint procurement actions can reduce the cost of developing specifications &amp; contracts and to improve purchasing conditions due to combined capacity;<br />
In addition, at least five wishes shared by all the procurers emerge from the case studies:<br />
1. More transparency in cataloguing services;</p>

<p>2. Catalogues of cloud service providers available for procurers&rsquo; consultation;<br />
3. A standalone test that could be used to verify the suitability of the services offered by the suppliers;<br />
4. Sample templates and guiding graphs to write public tenders;<br />
5. Accounting of cloud resources and comparing costs supported by standards.<br />
The outcomes of the case studies analysis is fundamental to the analysis of the cloud service procurement best practices performed in D3.2 and feeds the PICSE Roadmap on Cloud Service Procurement for public research organisations (D2.3).</p>",2016,"PICSE, Procurement, Case Studies, Cloud, Public Research Organizations, Best Practices ",10.5281/zenodo.46973,,publication
STUDY OF A SECURE AND PRIVACY-PRESERVING OPPORTUNISTIC COMPUTING FRAMEWORK FOR MOBILE-HEALTHCARE EMERGENCY,"Pramod B. Deshmukh, Nilesh N. Wani, Laxmikant S. Malphedwar, Deepali A. Ghanwat","<p><em>With the pervasiveness of smart phones and the advance of wireless body sensor networks (BSNs), mobile Healthcare (m-Healthcare), which extends the operation of Healthcare provider into a pervasive environment for better health monitoring, has attracted considerable interest recently. However, the flourish of m-Healthcare still faces many challenges including information security and privacy preservation. In this paper, we propose a secure and privacy-preserving opportunistic computing framework, called SPOC, for m-Healthcare emergency. With SPOC, smart phone resources including computing power and energy can be opportunistically gathered to process the computing-intensive personal health information (PHI) during m-Healthcare emergency with minimal privacy disclosure. In specific, to leverage the PHI privacy disclosure and the high reliability of PHI process and transmission in m-Healthcare emergency, we introduce an efficient user-centric privacy access control in SPOC framework, which is based on an attribute-based access control and a new privacy-preserving scalar product computation (PPSPC) technique, and allows a medical user to decide who can participate in the opportunistic computing to assist in processing his overwhelming PHI data. Detailed security analysis shows that the proposed SPOC framework can efficiently achieve user-centric privacy access control in m-Healthcare emergency. In addition, performance evaluations via extensive simulations demonstrate the SPOC’s effectiveness in term of providing high-reliable-PHI process and transmission while minimizing the privacy disclosure during m-Healthcare emergency.</em></p>",2016,"Security, Healthcare, Opportunistically, PHI & SPOC",10.5281/zenodo.192369,,publication
Semantic SLA for Clouds: Combining SLAC and OWL-Q,"Kyriakos Kritikos, Rafael Brundo Uriarte","<p>Several SLA languages have been proposed, some specifically for the cloud domain. However, after extensively<br>
analysing the domain’s requirements considering the SLA lifecycle, we conclude that none of them covers the<br>
necessary aspects for application in diverse real-world scenarios. In this paper, we propose SSLAC, where we<br>
combine the capabilities of two prominent service specification and SLA languages: OWL-Q and SLAC. These<br>
languages have different scopes but complementary features. SLAC is domain specific with validation and<br>
verification capabilities. OWL-Q is a higher level language based on ontologies and well defined semantics.<br>
Their combination advances the state of the art in many perspectives. It enables the SLA’s semantic verification<br>
and inference and, at the same time, its constraint-based modelling and enforcement. It also provides a complete<br>
formal approach for defining non-functional terms and an enforcement framework covering real-world scenarios.<br>
The advantages of SSLAC, in terms of expressiveness and features, are then shown in a use case modelled by it.</p>",2017,"SLA, Cloud Computing",10.5281/zenodo.1001162,,publication
Providing a New Model for Discovering Cloud Services Based on Ontology,"Heydari, B., Aajami, M.","<p>Due to its efficient, flexible, and dynamic substructure in information technology and service quality parameters estimation, cloud computing has become one of the most important issues in computer world. Discovering cloud services has been posed as a fundamental issue in reaching out high efficiency. In order to do one&rsquo;s own operations in cloud space, any user needs to request several various services either simultaneously or according to a working routine. These services can be presented by different cloud producers or different decision-making policies. Therefore, service management is one of the important and challenging issues in cloud computing. With the advent of semantic web and practical services accordingly in cloud computing space, access to different kinds of applications has become possible. Ontology is the core of semantic web and can be used to ease the process of discovering services. A new model based on ontology has been proposed in this paper. The results indicate that the proposed model has explored cloud services based on user search results in lesser time compared to other models.</p>",2017,"cloud, computing, service, semantic, web, ontology",10.5281/zenodo.1118362,,publication
Proposing New Intelligent  System for Suggesting Better  Service Providers in Cloud  Computing based on Kalman  Filtering,"Darbandi, Mehdi","<p>There are lots of different companies which present IT services to the users and other companies. IT services are include as hosting web pages, delivering storage and processing capacities, hosting organization’s servers and etc. Selecting one service provider among such companies is become very difficult and need high level of knowledge and  expertise about organization needs and systems, and on the other hand, information about the creditability of service provider and security of different services which propose by that service provider. In this paper, we suggest and demonstrate new system which will gather all of the service provider’s information, and also the needs and system requirements of clients or organizations which needs those services, and propose the customers the best and reliable service providers according to their needs and requirements. </p>",2017,"Cloud Computing, Service Providers, Kalman Filtering",10.5281/zenodo.1034475,,publication
A CROMLECH EDITION OF CLOUD COMPUTING FRAMEWORK USING CONCEPT OF ONTOLOGY WITH QUERY RETRIEVAL AND REFINEMENT MECHANISM,Navita,"<p>We all are living in the world of clouds. User has become adaptive to latest technology trends of information and communication technologies. Cloud computing has made our lives practical and keeps providing us services like consulting, data management and storage in efficient way. Cloud computing is one of emerging areas that is prevailing in industries at grandiose rate. It is combination of Internet and centralized network servers forming a mesh called CLOUD. In this paper, various aspects of cloud computing and its applications are presented. Some differences are provided between network models of cloud computing that are governing organizations and enterprisers. For achieving fault tolerance strategy, there is need to introduce multiple clouds and resource management architecture.</p>

<p>It is believed that existing model must be improved time to time to ensure efficient computing of tasks. The paper presents an improved version of cloud computing detailed architecture. It lists deficiencies between existing cloud information architecture and proposed ontology based architecture. Two additional modules have been introduced in model viz Query Retrieval and Query Refinement. Refinement of queries is done using Rocchio formula that extracts results based on relevance criteria i.e. by distinguishing relevant and non relevant results. They are introduced in order to get efficient indexed results after transforming user query.</p>",2017,"Cloud computing, Deployment models, Query Retrieval and Refinement Mechanism.",10.5281/zenodo.886882,,publication
A Semantically-Enhanced Modelling Environment for Business Process as a Service,"Knut Hinkelmann, Sabrina Kurjakovic, Benjamin Lammel, Emanuele Laurenzi, Robert Woitsch","<p>In this paper we present a hybrid modeling approach which supports the continuous alignment of business and IT in the cloud. Business Process as a Service provides the end-to-end cloud support for business processes instead of single applications. A graphical modelling environment allows non-technical modelers to design business processes and to specify requirements in human-interpretable way. Via semantic lifting, the graphical models can be annotated with classes and values from an enterprise ontology. The BPaaS Ontology contains the relevant classes for the smart Business and IT-Cloud alignment. It supports the modeler in using a standard terminology and thus ensures consistent modeling. </p>",2017,"semantic lifting, enterprise modelling, business process as a service, cloud computing",10.5281/zenodo.250875,,publication
