title,authors,abstract,year,keywords,doi,url,type
Public Sector Cloud Computing Adoption and Utilization During Covid-19: An Agenda for Research and Practice,Mark Theby,"<p>Cloud computing became a pivotal crisis response tool for many public sector organizations (PSOs) during the COVID-19 pandemic, sustaining public service delivery and public sector operations during times of extraordinary global turmoil. The technology&rsquo;s inherent strengths of flexibility, innovation, resilience, and collaboration prompted PSOs to aggressively pursue both the initial adoption of cloud and the expansion of already-existing cloud computing capabilities. Despite the importance of the emerging topic of crisisdriven public sector cloud adoption for future crisis response efforts and the post-crisis transition to regular public sector operations, academic literature and empirics are sparse and present a distinct knowledge gap. This article assesses crisis-driven public sector cloud computing adoption and expanded utilization and provides recommendations for the advancement of research and practice, supporting future research, collaboration, and evidence-based cloud computing implementation and utilization.</p>",2023,,10.5281/zenodo.8068290,,publication
Comparing performance of bastion host on cloud using Amazon web services vs terraform,"Sahana Bailuguttu, Akshatha S. Chavan, Oorja Pal, Kavya Sannakavalappa, Dipto Chakrabarti","<p>In addition to security advantages like implementing defense in depth and complying with compliance standards, current bastion services are simple to deploy and fit into the DevOps culture. Bastions continue to be the most dependable and secure options for secure access to cloud infrastructures because they offer administrative simplicity without surrendering compliance and security. In this paper, an experimental set up was conducted to measure the cycle time it takes to provision resources using manual point-and-click graphical user interface (GUI) in Amazon web services (AWS) and time it takes for codified infrastructure to make application programming interface (API) calls using terraform. It also focuses on the design and deployment of Bastion host on AWS and terraform, and the comparison between the two with respect to various parameters.</p>",2023,"Amazon elastic cloud computing, Amazon web services, Bastion host, Cloud computing, Firewall, Terraform",10.11591/ijeecs.v30.i3.pp1722-1728,,publication
Cloud Security: Challenges and Future Scope,"Priyanka Vashisht, Shalini Bhaskar Bajaj, Aman Jatain, Ashima Narang","<p>Now Cloud computing becomes so much popular coz satisfying business needs efficiently. Cloud features provide best lead to organizations to effectively access data and services with less cost over the internet. This also raise issues related with cloud security. This paper presents brief information regarding cloud computing security challenges. This information includes security mechanisms that should be consider for Cloud Service Models. This Work also focus on detail knowledge of security issues, threats which may use by attacker. It also explains cloud components levels threats and attack so more secure mechanism can identified for each component. This Paper introduced classification of Cloud security areas issues to develop secure Cloud Security services in future.</p>",2023,"Cloud Computing, Cloud Security, Threats, Security issues, Data protection, Attacks",10.5281/zenodo.8114265,,publication
Cloud Computing: A New Way of Information Management in Academic Libraries,Dr. Sanjay B.Munavalli,"<p>The globalisation of information and knowledge resources has been influenced by the growing use and applications of information and communication technology (ICT). Instead of using local servers or personal devices to handle applications, cloud computing relies on the sharing of computing resources. Libraries are passing through a stage when their budgets are shrinking considerably and users demands are multiplying manifolds. Cloud deployment will go up significantly in the next few years. Libraries would integrate cloud based services in their agenda.</p>",2023,,10.5281/zenodo.7578049,,publication
Sharing costs of cross-border computing resources for beautiful climate data,"Fouilloux, Anne, Iaquinta, Jean, Landgren, Oskar, Dwarakanath, Prashanth, Abdulrahman, Azab","<p>This paper is part of the &nbsp;Fast Track to&nbsp;Vision 2030 publication that is a collection of policy brief articles written by Nordic researchers participating in collaborative projects funded by NordForsk or Nordic Energy Research.&nbsp;</p>

<p>&nbsp;</p>

<p>All the articles published in the&nbsp;Fast Track to&nbsp;Vision 2030 are available at&nbsp;<a href=""https://www.nordforsk.org/2023/fast-track-vision-2030"">https://www.nordforsk.org/2023/fast-track-vision-2030</a>, including this paper.</p>

<p>NordForsk is aiming for this publication to contribute relevant and up-to-date research-based knowledge that facilitates the analysis of the challenges and opportunities of Nordic co-operation in the coming years.&nbsp;</p>

<p>The articles are original and written in April and May 2023 in response to a NordForsk call for policy brief articles to invited researchers and research groups.</p>",2023,"climate, cloud computing, cross-border computing, Nordic",10.5281/zenodo.8311316,,publication
A Multi-faceted Analysis of the Performance Variability of Virtual Machines,"Luciano Baresi, Tommaso Dolci, Giovanni Quattrocchi, Nicholas Rasi","<p>Cloud computing and virtualization solutions allow one to rent the virtual machines (VMs) needed to run applications on a pay-per-use basis, but rented VMs do not offer any guarantee on their performance. Cloud platforms are known to be affected by performance <em>variability</em>, but a better understanding is still required.<br>
This paper moves in that direction and presents an in-depth, multi-faceted study on the performance variability of VMs. Unlike previous studies, our assessment covers a wide range of factors: 16 VM types from 4 well-known cloud providers, 10 benchmarks, and 28 different metrics. We present four new contributions. First, we introduce a new benchmark suite (<em>VMBS</em>) that let researchers and practitioners systematically collect a diverse set of performance data. Second, we present a new indicator, called <em>Variability Indicator</em>, that allows for measuring variability in the performance of VMs. Third, we illustrate an analysis of the collected data across four different dimensions: <em>resources</em>, <em>isolation</em>, <em>time</em>, and <em>cost</em>. Fourth, we present multiple predictive models based on Machine Learning that aim to forecast future performance and detect time patterns. Our experiments provide important insights on the resource variability of VMs, highlighting differences and similarities between various cloud providers. To the best of our knowledge, this is the widest analysis ever conducted on the topic.</p>",2023,"Cloud computing, Virtual machines, Software performance, Software reliability",10.5281/zenodo.8014668,,publication
Virtual machine tree task scheduling for load balancing in cloud computing,"Santosh Kumar Maurya, Suraj Malik, Neeraj Kumar","<p>The increasing number of publications towards cloud computing proves that much research and development has been done, especially for task scheduling. Organizations are eager to get more customized technology to run the most smoothly in the provision of visual cloud services for fruity users. As the circumstances of Covid indicate to technology that everyone should run digitally, the workload on machines increased. For workload solutions, organizations are trying to balance the situation with the successful operation of cloud services to use appropriate services/resources. Nevertheless, the issues are still to be resolved by researchers, so we respect all my friends who are putting a lot of effort into developing new techniques. A proposed paper is showing a new collation with the load balancing factor by implementing quality of service (QoS) and virtual machine tree (VMT). A CloudSim toolkit will then be used to compare them. A tree structure graph is included in the VMT algorithm to schedule tasks with the appropriate distribution on each machine. The QoS algorithm performs the task of scheduling based on the service required by the user with the best quality and satisfies the user.</p>",2023,"Cloud computing, Load balancing, Quality of service, Task scheduling, Virtual machine tree",10.11591/ijeecs.v30.i1.pp388-393,,publication
A Cloud-Based Platform for Service Restoration in Active Distribution Grids,"Haghgoo, Maliheh, Dognini, Alberto, Monti, Antonello","<p>In modern distribution grids, the access to the growing amount of data from various sources, the execution of complex algorithms on-demand, and the control of sparse actuators require on-demand scalability to support fluctuating workloads. Cloud computing technologies represent a viable solution for these requirements. To ensure that data can be exchanged and shared efficiently, as well as the full achievement of the cloud computing benefits to support the advanced analytic and mining required in smart grids, applications can be empowered with semantic information integration. This article adopts the semantic web into a cloud-based platform to analyze power distribution grids data and apply a service restoration application to re-energize loads after an electrical fault. The exemplary implementation of the demo is powered by FIWARE, which is based on open-source and customizable building blocks for future internet applications and services, and the SARGON ontology for the energy domain. The tests are deployed by integrating the semantic information, based on the IEC 61850 data model, in the cloud-based service restoration application and interfacing the field devices of the distribution grids. The platform performances, measured as network latency and computation time, ensure the feasibility of the proposed solution, constituting a reference for the next deployments of smart energy platforms.</p>",2023,"Smart Energy Platform, Service-oriented, Middleware, FIWARE, Service restoration, Cloud-based platform,, Semantic web, Publication, European Union (EU), H2020 Project, HYPERRIDE, GA 957788",10.1109/TIA.2022.3142661,,publication
Mental Health problem prediction of Tech Employees Using Machine Learning,"Siddharth Gupta, Pratibha Barua, Akanksha Kochhar, Vijay kumar, Rachna Narula","<p><em>In this era rapid societal changes, in addition to technology improvements, might pose problems and stress for the future generations. Individuals and society as a whole must place a high priority on mental health and well-being in order to reduce the detrimental effects of these developments. Individuals should give more importance to their own particular ideals and ambitions than just keeping up with society&#39;s pace. This kernel&#39;s goal is to identify the factors that affect someone&#39;s mental health based on this dataset. In 2014, attitudes towards mental health as well as the prevalence of mental health issues in the tech industry were assessed. This kernel seeks to create a methodical approach to comprehending mental Health in the workplace, in contrast to the other kernels. Is there a preliminary action that must be taken? There are typically many creative kernels on many issues, but only a small number are dedicated to addressing the issues of how to start on issues in medicine, particularly those relating to local knowledge. This section outlines prostate cancer and how to identify it. Additionally, we have completed Electronic Design Automation, created a dataset, and established a dataset.</em></p>",2023,"Mental health, Logistic Regression, K-nearest Neighbor Classifier, Decision Tree Classifier, Random Forest Classifier, Support Vector Machine, Artificial Neural Network",10.5281/zenodo.8337193,,publication
National Cloud Strategy 2023,"Digital Research Alliance of Canada, National Cloud Strategy Working Group","<p>The Digital Research Alliance of Canada exists to serve Canadian researchers – ultimately propelling Canada onto the international stage as a leader in the knowledge economy. Its coordination and funding of activities in advanced research computing (ARC), research data management (RDM) and research software (RS) will benefit Canadian researchers. This document establishes and communicates the organisation's unified cloud computing adoption strategy and direction. It identifies high-level approaches and methodologies upon which all impacted stakeholders agree.</p>",2023,"ARC, Advanced Research Computing, Capital Expenditure, CAPEX, Cloud Computing, Community Cloud, Commercial Cloud, Cloud Service Providers, CSPs, Cloud Infrastructure, Cloud Service",10.5281/zenodo.10214475,,publication
B-Cubed: Leveraging analysis-ready biodiversity datasets and cloud computing for timely and actionable biodiversity monitoring,"Groom, Quentin, Abraham, Laura, Adriaens, Tim, Breugelmans, Lissa, Clarke, David, Fernández, Miguel, Hendrickx, Louise, Hui, Cang, Kumschick, Sabrina, Martini, Matilde, McGeoch, Melodie, Metodiev, Teodor, Miller, Joe, Oldoni, Damiano, Pereira, Henrique, Preda, Cristina, Robertson, Tim, Rocchini, Duccio, Seebens, Hanno, Teixeira, Heliana, Trekels, Maarten, Wilson, John Ross, Yovcheva, Nikol, Zengeya, Tsungai, Desmet, Peter","<p>Effective biodiversity management and policy decisions require timely access to accurate and reliable information on biodiversity status, trends, and threats. However, the process of data cleaning, aggregation, and analysis is often time-consuming, convoluted, laborious, and irreproducible. Biodiversity monitoring across large areas faces challenges in evaluating data completeness and quantifying sampling effort. Despite these obstacles, unprecedented amounts of biodiversity data are being accumulated from diverse sources, aided by emerging technologies such as automatic sensors, eDNA, and satellite tracking.</p><p>To address these challenges, the development of tools and infrastructure is crucial for meaningful interpretations and deeper understanding of biodiversity data (Kissling et al. 2017). Furthermore, a significant delay exists in converting biodiversity data into actionable knowledge. Efforts have been made to reduce this lag through rapid mobilisation of biodiversity observations, digitization of collections (Nelson and Ellis 2018), and streamlined workflows for data publication (Reyserhove et al. 2020). However, delays still occur in the analysis, publication, and dissemination of data.</p><p>The B-Cubed project (Biodiversity Building Blocks for Policy)*1 proposes solutions to overcome these challenges. It implements the concept of Occurrence Cubes (Oldoni et al. 2020), which aggregate occurrence data along spatial, temporal and taxonomic dimensions. Cube generation will be available as a new service provided by the Global Biodiversity Information Facility (GBIF). By leveraging aggregated occupancy cubes as analysis-ready biodiversity datasets, we aim to enhance comprehension and reduce barriers to accessing and interpreting biodiversity data. Automation of workflows will provide regular and reproducible indicators and models that are open and useful to users. Additionally, the use of cloud computing offers scalability, flexibility, and collaborative opportunities for applying advanced data science techniques anywhere. Finally, close collaboration with stakeholders will inform us of the requirements for tools, increase impact, and facilitate the flow of information from primary data to the decision-making processes.</p>",2023,"biodiversity indicator, data cubes, Global Biodiversity Information Facility, policy support",10.3897/biss.7.110734,,publication
Quantifying quantitative correlation of provider selection influences cloud security,"Azlinda Abdul Aziz, Salyani Osman, Setyawan Widyarto, Suziyanti Marjudi, Nur Razia Mohd Suradi, Rahayu Handan","<p>The cloud computing has been able to help users to access the data easily and effectively. However, cloud security is highly emphasized to cloud users to ensure data is securely stored. The cloud security can be handled well by chosen trusted cloud service provider in getting high impact on the cloud security. The relationship between cloud security with the provider selection is much needed to ensure the extent to which data is securely stored in a cloud. Therefore, in this paper the quantitative method was conducted to measure the correlation between the selected the right cloud service provider influence the cloud security. Thus, knowledgeable person in having the experiences in using the cloud service was taking from two institution of higher learning (IHL) as a respondent. In addition, variability and normality data analysis was firstly conducted to obtain the consistency of the data. Then, the correlation between cloud security factor and provider selection factor was conducted using spearman correlation matrix and scatter graph in identifying the closely and significant the value in influencing between the factors. Thus, the correlation relationship analysis result shown the selected the right cloud provider&rsquo;s give higher impact to cloud security.</p>",2023,"Cloud advantage, Cloud computing, Cloud security, Data correlation, Provider selection",10.11591/ijeecs.v31.i3.pp1642-1647,,publication
OBLEA: A New Methodology to Optimise Bluetooth Low Energy Anchors in Multi-occupancy Location Systems,"López Ruiz, José L., Verdejo Espinosa, Ángeles, Montoro Lendínez, Alicia, Espinilla Estévez, Macarena","Nowadays, it is becoming increasingly important to understand the multiple configuration factors of BLE anchors in indoor location systems. This task becomes particularly crucial in the context of activity recognition in multi-occupancy smart environments. Knowing the impact of the configuration of BLE anchors in an indoor location system allows us to distinguish the interactions performed by each inhabitant in a smart environment according to their proximity to each sensor. This paper proposes a new methodology, OBLEA, that determines the optimisation of Bluetooth Low Energy (BLE) anchors in indoor location systems, considering multiple BLE variables to increase flexibility and facilitate transferability to other environments. Concretely, we present a model based on a data-driven approach that considers configurations to obtain the best performing configuration with a minimum number of anchors. This methodology includes a flexible framework for the indoor space, the architecture to be deployed, which considers the RSSI value of the BLE anchors, and finally, optimisation and inference for indoor location. As a case study, OBLEA is applied to determine the location of ageing inhabitants in a nursing home in Alcaudete, Jaén (Spain). Results show the extracted knowledge related to the optimisation of BLE anchors involved in the case study.",2023,"Indoor location system, Bluetooth Low Energy, Fog-Cloud computing, Sustainable development goals",10.3897/jucs.96878,,publication
An Enhanced Framework To Secure Big Data  Based on Hybrid Machine Learning  Technique:ANN-PSO,Assoc. Prof. Salim Raza Qureshi,"<p><strong>Abstract:</strong> With the advancement of smart devices and cloud computing, more and more public health data can be collected from various sources and analyzed in unprecedented ways. The enormous social and academic impact of this development has led to a global buzz for bigdata. Moreover, due to the massive data source, the security of big data in the cloud is becoming an important issue. In these days, various issues have arisen in the field of big data security, such as Infrastructure security, data confidentiality, data management and data integrity. In this paper, we propose a novel technique based on Artificial Neural Network-and Particle Swarm Optimization Algorithm (ANNPSO) for enabling a highly secured framework. The ANN-PSO method was created to predict health status from a database and its functions were selected from these data sets. The particle swarm optimization algorithm matches the ANN for better results by reducing errors. The results show the potential of the ANNPSO-based methodology for satisfactory health prediction results. This proposed approach will be tested using large medical data in a Hadoop environment. The proposed work will be carried out in the JAVA work phase.</p>",2023,"ANN-PSO, Accuracy, Classifier, Error, GOA,  Health condition.",10.35940/ijrte.F5385.039621,,publication
AUTOMATION OF HEALTHCARE APPLICATIONS BY INCORPORATION OF IT,Zamira Suyunova,"<p><em>The use of modern technologies in the public, business and healthcare sectors will be examined in this work. The styles of typical behavior of the various life segments indicated above tend to change as a result of recent technology breakthroughs which also negatively impact how these segments function. The technology provides mysterious ways in the realm of automation and shines light on particular sectors that call for acceptable and excellent services. By doing this, the effectiveness of the entire system that is put in place is improved in terms of credibility and accountability. A variety of documentations that are empirically applied in the field of IT are investigated to look into how the automation of the application areas is influenced by IT regarding the equation of responsibility. The investigation goes from the most basic types of transactions which entail lesser levels of automation to highly automated systems which include, among other things, technology that analyze biometric fingerprints. In the example, the accountable potential of IT automation is discussed for the various applications with the goal of examining the advantages of application automation while removing the potentials that are unaccountable and impede the functionality that may result from the use of the systems applications on the various fields. The necessity of striking a balance between the advantages of automated IT applications and the full automation process including any system that would tend to make applications less efficient or raise questions about accountability is emphasized frequently throughout this work.</em></p>",2023,"Information Technology (IT), Automation, Accountability, Public sector, Private sector, Healthcare sector",10.5281/zenodo.7726088,,publication
