title,authors,abstract,year,keywords,doi,url,type
CDSS implementation with CDA generation and integration for health information exchange in cloud,"Pooja N. Umekar, Dr. H R. Deshmukh, Prof. O. A. Jaisinghani, Prof S.V. Khedkar","<p>Electronic health record helps to improve the safety and quality care of every individual patient details, that to be stored in various hospital through health information exchange. The clinical document architecture CDA developed by Health level seven HL7 is core document standard that ensure interoperability of the document. Hospitals are reluctant to adopt interoperable hospital information system due to its deployment cost except for in a handful countries. A problem arises even when more hospitals start using the CDA document format because the data scattered in different documents are hard to manage. CDA document generation and integration Service based on cloud computing through which hospitals are enabled to conveniently generate CDA document per patient into a single CDA document and physician and patients can browse the clinical data in chronological order. To improve the accuracy and speed of diagnosis, health care system is important to provide the faster and efficient way. A clinical decision support system CDSS is a health information technology system that is designed to provide physicians and other health professionals with clinical decision support CDS , that is assistance with clinical decision -making tasks. The system is designed by using various data mining techniques to assist the diagnosis of patient&#39;s symptoms. Our system is designed with the help of Na&Atilde;&macr;ve Bayesian classification technique which has overcome the various data mining technique to diagnose the patient symptoms. The Na&Atilde;&macr;ve Bayesian classification technique provide the diagnosis of disease with the help of symptoms occurs to the patient .&quot;Clinical decision support systems link health observations with health knowledge to influence health choices by clinicians for improved health. Our system implement CDSS clinical decision support system looking towards the system CDSS clinical decision support system diagnose the diseases of the patient and also the CDA is generated which will be in XML form and also it can be integrated through various platforms. With the help of this system the time of patient would be saved and accurate diagnoses of the patient is done. Pooja N. Umekar | Dr. H R. Deshmukh | Prof. O. A. Jaisinghani | Prof S.V. Khedkar &quot;CDSS implementation with CDA generation and integration for health information exchange in cloud&quot; Published in International Journal of Trend in Scientific Research and Development (ijtsrd), ISSN: 2456-6470, Volume-2 | Issue-4 , June 2018, URL: https://www.ijtsrd.com/papers/ijtsrd14127.pdf</p>",2019,"Computer Engineering, Health information exchange( HL7) CDA, cloud computing, software as a service, CDSS",10.31142/ijtsrd14127,,publication
"Multi-access edge computing: open issues, challenges and future perspectives","Sonia Shahzadi, Muddesar Iqbal, Tasos Dagiuklas, Zia Ul Qayyum","<p>Latency minimization is a pivotal aspect in provision of real time services while adhering to Quality of Experience (QoE) parameters for assuring spectral efficiency. Edge Cloud Computing, being a potential research dimension in the realm of 5G networks, targets to enhance the network efficiency by harnessing effectiveness of both cloud computing and mobile devices in user&rsquo;s proximity. Keeping in view the far ranging impact of Edge Cloud Computing in future mobile generations, a comprehensive review of the prevalent Edge Cloud Computing frameworks and approaches is presented with a detailed comparison of its classifications through various QoS metrics (pertinent to network performance and overheads associated with deployment/migration). Considering the knowledge accumulated, procedures analysed and theories discussed, the paper provides a comprehensive overview on sate-of-the-art and future research directions for multi-access mobile edge computing.</p>",2019,,10.1186/s13677-017-0097-9,,publication
Research Object Composer: A Tool for Publishing Complex Data Objects in the Cloud,"Anita de Waard, Marina Soares E Silva","<p>In recent years there has been a surge of efforts in bioinformatics to move data towards a &lsquo;Data Commons&rsquo;, (see e.g. [1 &ndash; 3]) that intends to &ldquo;collate data with cloud computing infrastructure and commonly used software services, tools, and applications to create biomedical resources for the large-scale management, analysis, harmonization, and sharing of biomedical data&rdquo; [3]. To create such a shared knowledge infrastructure, it is necessary that data and software, previously installed or hosted locally, become globally accessible, and made Findable, Accessible, Interoperable and Reusable [4]. As a first step to finding data and software, a unique, global, persistent identifier system is required, which is flexible enough to accommodate the multifarious inputs and outputs which a Data Commons can produce.</p>",2019,"Research Objects, Cloud-based workflows, Mendeley Data",10.5281/zenodo.3382263,,publication
Monitoring of the development of information infrastructure in Ukraine,Roman Prav,"<p><em>The object of research is the information infrastructure of Ukraine. One of the most problematic places is the lack of an assessment and monitoring system for the development of information infrastructure. It was revealed that the main drawbacks of the existing monitoring indicators are the lack of consideration of the level of information threats. Assessment of the development of information infrastructure takes place without taking into account the degree of information security of its objects.</em></p>

<p><em>During the study, methods of system analysis were used to assess the indicators of the development of information infrastructure in the context of the level of information threats. Meta-analysis of scientific works and normative legal acts is used to systematize the scientific provisions on research issues.</em></p>

<p><em>It is established that the system of indicators used for assessing information security is most often used, including the indicators of the level of development of information and communication technologies in the context of the main subjects of the information infrastructure. This is due to the availability of information.</em></p>

<p><em>Due to the developed system of assessment and monitoring of the development of information infrastructure, it is possible to obtain knowledge about the level of information threats and security. Compared to similar well-known approaches to evaluation, this provides a number of benefits. In particular, it is possible to identify critical infrastructure objects that are characterized by the highest level of exposure to information threats. This approach has proved to be necessary to ensure the protection of information in the private sector of the information sphere.</em></p>

<p><em>The assessment of the state of the information infrastructure on the basis of the developed monitoring system made it possible to identify a number of trends. The development of the information infrastructure of enterprises and technologies in the information sphere is fast-paced. This is due to the increasing level of computerization, technological re-equipment, the use of social media companies and the &laquo;big data&raquo; analysis. One of the factors is the rapid spread of cloud technologies and computing. At the same time, it enables to automate the business processes of processing and analysis of information. However, on the other hand, it serves as a source of threats to internal information and information infrastructure.</em></p>",2019,"information threats, information security, monitoring system, indicators of information threats, protection of personal information",10.15587/2312-8372.2019.169592,,publication
cTuning.org: systematizing tuning of computer systems using crowdsourcing and statistics,Grigori Fursin,"<p>Continuing innovation in science and technology is vital for our society and requires ever-increasing computational resources. However, delivering such resources has become intolerably complex, ad-hoc, costly and error-prone due to an enormous number of available design and optimization choices combined with the complex interactions between all software and hardware components. Auto-tuning, run-time adaptation, and machine learning based approaches have been demonstrating good promise to address above challenges for more than a decade but are still far from the widespread production use due to unbearably long exploration and training times, lack of a common experimental methodology, and lack of public repositories for unified data collection, analysis and mining.<br>
<br>
In this talk, I presented a long-term holistic and cooperative methodology and infrastructure for systematic characterization and optimization of computer systems through unified and scalable repositories of knowledge and crowdsourcing. In this approach, multi-objective program and architecture tuning to balance performance, power consumption, compilation time, code size and any other important metric&nbsp;are transparently distributed among multiple users while utilizing any available mobile, cluster or cloud computing services. Collected information about program and architecture properties and behavior is continuously processed using statistical and predictive modeling techniques to build, keep and share only useful knowledge at multiple levels of granularity. Gradually increasing and systematized knowledge can be used to predict most profitable program optimizations, run-time adaptation scenarios and architecture configurations depending on user requirements. I also presented a new version of the public, open-source infrastructure and repository (cTuning3 aka Collective Mind) for crowdsourcing auto-tuning using thousands of shared kernels, benchmarks and datasets combined with online learning plugins. Finally, I also discussed encountered challenges and some future collaborative research directions on the way towards Exascale computing.</p>",2019,"open science, collaborative research, efficient systems, crowdsourcing autotuning, self-optimizing systems, brain-inspired computing",10.5281/zenodo.2544230,,presentation
Workflow environments for advanced cyberinfrastructure platforms,"Badia, Rosa Maria, Ejarque, Jorge, Lezzi, Daniele, Lordan, Francesc, Conejero, Javier, Alvarez Cid-Fuentes, Javier, Becerra, Yolanda, Queralt, Anna","<p>Progress in science is deeply bound to the effective use of high-performance computing infrastructures and to the efficient extraction of knowledge from vast amounts of data. Such data comes from different sources that follow a cycle composed of pre-processing steps for data curation and preparation for subsequent computing steps, and later analysis and analytics steps applied to the results. However, scientific workflows are currently fragmented in multiple components, with different processes for computing and data management, and with gaps in the viewpoints of the user profiles involved. Our vision is that future workflow environments and tools for the development of scientific workflows should follow a holistic approach, where both data and computing are integrated in a single flow built on simple, high-level interfaces. The topics of research that we propose involve novel ways to express the workflows that integrate the different data and compute processes, dynamic runtimes to support the execution of the workflows in complex and heterogeneous computing infrastructures in an efficient way, both in terms of performance and energy. These infrastructures include highly distributed resources, from sensors and instruments, and devices in the edge, to High-Performance Computing and Cloud computing resources. This paper presents our vision to develop these workflow environments and also the steps we are currently following to achieve it.</p>",2019,,10.1109/ICDCS.2019.00171,,publication
'The Last Mile': The registry behind the identifier,"Hardisty, Alex, Lannom, Larry, Koureas, Dimitris, Addink, Wouter, Weiland, Claus","<p>Preserved specimens in natural science collections have lifespans of many decades and often, several hundreds of years. Specimens must be unambiguously identifiable and traceable in the face of changes in physical location, changes in organisation of the collection to which they belong, and changes in classification. When digitizing museum collections, a clear link must be maintained between the physical specimen itself and the information digitally representing that specimen in cyberspace. The idea of a Natural Science Identifier (NSId) as a neutral, unique, universal and stable long-term persistent identifier (PID) of a 'Digital Specimen' is central to museums' ambitions for widening access. An NSId allows easy identification and referencing of specific Digital Specimens, regardless of type, location, owner or user. It provides a digital doorway to physical specimens through which services for arranging loans and visits can be accessed, as well as opening the door to innovative services for manipulating specimens' information directly; for work reliant upon discovery of related third-party information; and for demanding 3D modelling and visualization of specimens. Because the work takes place within e-Infrastructures/Cyberspace, new possibilities for analysing hundreds of thousands of specimens simultaneously are opened by exploiting large-scale cloud computing capacity and deep mining/machine learning, for example.</p>
  <p>There are several established identifier mechanisms that could be used as a basis for NSId, but some variant of Handles is most appropriate over the very long-term because of their neutrality, resistance to change and sustainability. Adopted uses of the Handle system include identification of journal articles and datasets in education and research (using Digital Object Identifiers); film and television programme assets in the entertainment sector; financial derivatives; and for international shipping and construction.</p>
  <p>Aside from being stable and sustained over time, an essential requirement of a global PID mechanism is independence from the museums/institutions assigning identifiers. NSIds are opaque insofar as no information can or should be inferred solely by inspecting the identifier. Stakeholders change, collections move, and organisations evolve, merge or disappear. Even designations and descriptions of specimens and collections can change. Information should only be revealed when the identifier is resolved via a neutral index.</p>
  <p>One can debate the most appropriate instantiation of the Handle system but this is not useful. Relevance, ease of use and added-value of the supporting 'NSId Registry' (NSIdR) – the index of the different kinds of natural science object and their relations – are the decisive factors. This can be seen from the example of the Entertainment Identifier Registry (EIDR) founded by the major motion picture studios to create a reliable way to identify and track film and TV content distribution. Focus on the object model, promotional branding and value perception in the target user segment are the critical factors for success. Providing such a registry, seamlessly coupled to work practices and language of the professionals addresses the last mile challenge (Koureas et al. 2016).</p>
  <p>From specimens, class characteristics, storage containers and collections, to specific identifications, images, naming, literature references and more, the NSIdR's triple-hierarchy object model, rooted in OBO Foundry's Biological Collections Ontology, is the key to persistently identifying, relating and indexing the entire range of collection objects of interest to scientists and others working in the bio and geo realms. The NSIdR 'knowledge graph', interoperable with other identifier schemes, supports novel first- and third-party value-add services such as arranging loans and visits, curation and annotation, and machine-learning for relationship discovery and pattern exploration.</p>",2019,"persistent identifier, registry, Digital Object Architecture, handle",10.3897/biss.3.37034,,publication
Energy Efficient For Cloud Based GPU Using DVFS With Snoopy Protocol,"Prof. Avinash Sharma, Anchal Pathak","<p>GPU design trends show that the register file size will continue to increase to enable even more thread level parallelism. As a result register file consumes a large fraction of the total GPU chip power. It explores register file data compression for GPUs to improve power efficiency. Compression reduces the width of the register file read and writes operations, which in turn reduces dynamic power. This work is motivated by the observation that the register values of threads within the same warp are similar, namely the arithmetic differences between two successive thread registers is small. Compression exploits the value similarity by removing data redundancy of register values. Without decompressing operand values some instructions can be processed inside register file, which enables to further save energy by minimizing data movement and processing in power hungry main execution unit. Evaluation results show that the proposed techniques save 25 of the total register file energy consumption and 21 of the total execution unit energy consumption with negligible performance impact. Performance and energy efficiency are major concerns in cloud computing data centers. More often, they carry conflicting requirements making optimization a challenge. Further complications arise when heterogeneous hardware and data center management technologies are combined. For example, heterogeneous hardware such as General Purpose Graphics Processing Units GPGPUs improved performance at the cost of greater power consumption while virtualization technologies improve resource management and utilization at the cost of degraded performance. Prof. Avinash Sharma | Anchal Pathak &quot;Energy Efficient For Cloud Based GPU Using DVFS With Snoopy Protocol&quot; Published in International Journal of Trend in Scientific Research and Development (ijtsrd), ISSN: 2456-6470, Volume-2 | Issue-6 , October 2018, URL: https://www.ijtsrd.com/papers/ijtsrd18412.pdf</p>",2019,"Computer Network, GPU, Energy Consumption, Data Redundancy, Compression",10.31142/ijtsrd18412,,publication
"Bioscience Data Literacy At The Interface Of The Environment, Human And Wildlife: One Health-centred education, research and practice perspectives in Rwanda","Karame, Prosper, Gashakamba, Faustin, Dushimiyimana, Valentine, Nshimiyimana, Ladislas, Ndishimye, Pacifique","<p>Advances in information technology have led to the availability of state-of-the-art technologies which in turn have been enabling the generation of unprecedented amounts of complex, structured or unstructured data sets that are sometimes difficult to process using conventional techniques. In particular, handling these large scale data in terms of collection, and aggregation, synthesis and analysis, interpretation, reporting, sharing and archiving processes, and interpreting them into descriptive models and enable effective interpretation requires continued development of robust computational models, algorithms and interoperable analytical frameworks (Hampton et al. 2017). This also involves the vital availability of data management expertise and reflects an imperative need for data science professionals, especially in the context of generating the most informative data for use and drive evidence-based decisions. Considering this, Rwanda has been fueling its economic transformation agenda, and, while this solely depends on natural resources exploitation, the scenario has led to critically concerning anthropogenic threats and unprecedented environmental vulnerability. Acknowledging the urgency to achieve its development needs while at the same time safeguarding the environmental sustainability, Rwanda has been promoting technology-enabled systems and approaches for sustainable management of environment and natural resources. </p>
  <p>Learning from global initiatives, Rwanda's journey targets the effective use of technology-supported systems and data science expertise to effectively drive management and decision making needs in environmental management, health research systems and biodiversity conservation planning (Karame et al. 2017). Rwanda champions the adoption and effective use of technology towards delivering its vision of knowledge-based economy. A particular emphasis relates to streamlining the education, research and application of technology-supported systems and platforms and strengthening their effective use. From a practical One Health perspective, Rwanda has been bridging inter-sectoral gaps related to joint planning and resource sharing for informed decision processes. This One Health concept emphasizes the interconnection of the health of human, animals and ecosystems and involves the applications of multidisciplinary, coordinated, cross-sectoral collaborative efforts to attain optimal health for people, animals and the environment (Buttke et al. 2015). One Health constitutes a promising approach in the advancement of biosciences. For example, big data and ecological and digital epidemiology analysis has led to promising progress beyond the traditional transdisciplinary conservation medicine approach, and One Health is now driving solutions to major conservation and health challenges.</p>
  <p>This paper aims to explore the perspectives of solving challenges in handling heterogeneous data and sources of uncertainty, the progress and feasibility of adopting (or developing, adapting and customizing) open code- and data-sharing platforms, and integrating the application of flexible statistical models and cloud-computing, all within the confines of limited resources. Africa needs to engage in data science to build and sustain capacity and to effectively use acquired knowledge and skills.  Further, Africa can strategically align and tailor existing technology data science platforms to the unique context of this continent. It is time to assess the boundaries, explore new horizons, and reach beyond the limits of current practice in order to enable researchers to get the most from generated data. We envision a long-term integrative and digital approach to handling and processing health, environment, and wildlife data to mark the beginning of our journey forward.</p>",2019,"bioscience, data-literacy, one-health, environment, health, wildlife management",10.3897/biss.3.39312,,publication
Innovative management of the refugee integration model through self-employment,"Nur Akarcay, Yeliz, Ochoa-Daderska, Renata","<p>The objective of this Project is to find a digital tool that solves some of the important needs of youth refugees, contributing to the well-being and integration of them in Europe.&nbsp; The design of the project has been based on a previous diagnosis of each partner Institution.&nbsp; This study has allowed us to identify the strengths and the needs of our entities to be able to help refugees, prioritizing those that can be covered by one of the partners through the exchange of good practices.</p>",2019,"Erasmus+, Young Refugees, Self-employement, Exchange of good practices",10.5281/zenodo.2616791,,publication
