title,authors,abstract,year,keywords,doi,url,type
"Evaluating the impact of cloud computing on accounting firms: A review of efficiency, scalability, and data security","Akoh Atadoga, Uchenna Joseph Umoga, Oluwaseun Augustine Lottu, Enoch Oluwademilade Sodiya","<div>Cloud computing has emerged as a transformative force, revolutionizing the landscape for accounting firms. This comprehensive review delves into the profound impact of cloud computing on accounting firms, focusing on key dimensions such as efficiency, scalability, and data security. Examining the shift from traditional infrastructure to cloud-based solutions, the review navigates through the tangible benefits and potential challenges that cloud adoption brings to the accounting domain. Efficiency stands out as a cornerstone of cloud computing's influence on accounting firms. The agility and accessibility offered by cloud-based platforms streamline routine tasks, facilitating seamless collaboration among accounting professionals. The scalability afforded by cloud services empowers firms to dynamically adjust their computing resources, adapting to fluctuations in workload and business demands. This ensures that accounting firms can efficiently handle diverse workloads without being constrained by rigid infrastructure limitations. Scalability further intersects with efficiency, enabling accounting firms to optimize resource allocation and enhance overall productivity. The scalability of cloud solutions aligns with the dynamic nature of the accounting profession, allowing firms to scale up during peak seasons and scale down during lulls, ultimately fostering cost-effectiveness and operational agility. However, the review also critically evaluates the nuances of data security in the cloud computing paradigm. Addressing concerns related to data privacy, confidentiality, and compliance, the review navigates the intricate landscape of securing financial data in a cloud-based environment. It probes into the robustness of encryption protocols, authentication mechanisms, and compliance frameworks, ensuring a comprehensive understanding of the security implications inherent in cloud adoption by accounting firms. In conclusion, this review encapsulates the multifaceted impact of cloud computing on accounting firms. Efficiency gains and scalability advantages are juxtaposed against the imperative of fortifying data security. This examination provides a roadmap for accounting professionals, offering insights into harnessing the full potential of cloud technologies while ensuring the integrity and security of sensitive financial data. As accounting firms increasingly pivot towards cloud adoption, this review serves as a strategic guide, equipping practitioners with the knowledge to navigate the evolving landscape of cloud computing in the realm of accounting.</div>",2024,"Impact, Cloud Computing, Accounting Firms, Efficiency, Scalability",10.5281/zenodo.10947350,,publication
Accelerating scientific discovery for NASA Cryosphere communities with the CryoCloud JupyterHub,"Snow, Tasha, Millstein, Joanna, Sauthoff, Wilson, Scheick, Jessica, Leong, Wei Ji, Colliander, James, Munroe, James, Pérez, Fernando, Felikson, Denis, Sutterley, Tyler, Fisher, Matthew, Sapienza, Facundo, Abrahams, Ellianna, Zheng, Whyjay, Siegfried, Matthew","<p>Presentation at the 2023 American Geophysical Union Fall Meeting in the session on Adopting Open Science in the Heliophysics, Earth, and Space Sciences.<br><br>Abstract:&nbsp;<br>Science is not composed of isolated groups of practitioners, but is rather an interconnected network of communities of practice, with members who fluidly move between them. Infrastructure for scientific research and collaboration should embrace this structure to make science more productive and inclusive. For the Year of Open Science, NASA and other federal funding agencies have begun to transition their data stores and computing into the cloud to make them more transparent, reproducible, and accessible. However, to accomplish research goals and fully leverage new cloud capabilities, substantial barriers exist for individual users to make the transition from their local systems to the cloud, including: estimating cloud costs, infrastructure deployment complexity, and a general lack of community awareness and knowledge.</p>
<p>To address these challenges, we have built, in partnership with the International Interactive Computing Collaboration and funded by the NASA Transform to Open Science (TOPS) mission and NASA ICESat-2 Project Science Office, a persistent JupyterHub called CryoCloud (cryointhecloud.com) designed for cryosphere science research communities. We rolled out our persistent hub space across a series of conference, workshop, and hackathon events to help the NASA ICESat-2 Science Team and other NASA cryosphere researchers build community and transition to a collaborative cloud workspace. We gathered user data from over 160 scientists in the first nine months of the project to understand the cloud needs of researchers. Our community is enabled by cloud and software expertise provided as a service. Familiar, easy-to-use, and modular software enables the infrastructure customization required to meet the needs of a specialized community of practice. Openly shared knowledge and code reduce research and computing overhead while accelerating collaboration and feedback among scientists. We share examples of how these cloud tools and community best practices make scientific computing more intuitive, cost- and time-efficient, and open for all. CryoCloud provides a transferable community model for building a research community while enabling learning and curation of the technical knowledge required to facilitate NASA&rsquo;s open-source, interconnected, and science-accelerated vision of the future.</p>",2024,"cloud computing, open science, jupyter, jupyterhub, NASA",10.5281/zenodo.10633254,,presentation
Optimizing Serverless Architectures for Ultra-Low Latency in Financial Applications,Purshotam S Yadav,"<p><span>In the rapidly evolving landscape of financial technology, the demand for ultra-low latency solutions has never been more critical. Concurrently, serverless computing has emerged as a paradigm that promises scalability, costefficiency, and reduced operational overhead. This research paper explores the intersection of these two trends, investigating the viability and optimization of serverless architectures for ultra-low latency applications in the financial sector. </span></p>
<p><span>We conduct a comprehensive analysis of the challenges inherent in achieving millisecond-level responsiveness in serverless environments, including cold starts, multi-tenancy issues, and the complexities of distributed systems. Through a systematic examination of optimization techniques at the function, platform, architectural, and infrastructure levels, we demonstrate that significant latency reductions are achievable in serverless systems. </span></p>
<p><span>This research contributes to the body of knowledge in both cloud computing and financial technology, offering practical insights for developers and architects seeking to harness the benefits of serverless computing without compromising on the ultra-low latency demands of modern financial systems. Our work paves the way for future innovations in this space, highlighting areas for further research and development in the quest for ever-lower latency in serverless financial applications.</span></p>",2024,"Cloud computing, Latency, FinTech, Serverless architecture, Regulatory compliance",10.5281/zenodo.13627245,,publication
Cloud-SPAN NERC Metagenomics: Files & Directories,"Greeves, Evelyn, Cansdale, Annabel, Forrester, Sarah","<p>Welcome to the first lesson in Cloud-SPAN's Metagenomics with High Performance Computing course!</p>
<p>Over the next two lessons we will cover the foundational skills and knowledge needed for the rest of the course. Once you are comfortable with these skills, we can move on to applying them to a metagenomics analysis workflow.</p>
<p>In this lesson we will learn how the files and directories on your computer are structured, as well as logging onto the cloud and using the command line (also known as the shell and the terminal) for the first time. It is heavily based on the first lesson of our <a href=""https://cloud-span.github.io/prenomics00-intro/"">Prenomics course</a>.</p>",2024,"training-materials, AWS, cloud-computing, metagenomics, command-line",10.5281/zenodo.10829791,,lesson
Performance and Scalability in Data Warehousing: Comparing Snowflake's Cloud-Native Architecture with Traditional On-Premises Solutions Under Varying Workloads,Venkata Tadi,"<p><span>This study investigates the performance and scalability of Snowflake's cloud-native architecture compared to traditional on-premises data warehousing solutions under varying workloads. As organizations increasingly migrate to cloud-based platforms for their data management needs, understanding the trade-offs and benefits of such transitions becomes crucial. This research provides a comprehensive analysis of Snowflake's data processing speed and scalability capabilities, examining its efficiency in handling diverse and intensive workloads. By employing a series of benchmark tests and performance evaluations, we contrast Snowflake's cloud-native features with the conventional approaches of on-premises systems. The findings reveal critical insights into how Snowflake's architecture impacts operational efficiency, resource utilization, and overall performance. Additionally, this study explores the practical implications for enterprises considering the shift to cloud-based data warehousing, highlighting the scenarios where Snowflake offers significant advantages or potential challenges. Ultimately, this research aims to equip decision-makers with the knowledge needed to optimize their data warehousing strategies in an evolving technological landscape.</span></p>",2024,"Cloud Data Warehousing, Snowflake, Scalability, Performance, Hybrid Models",10.5281/zenodo.13319605,,publication
VEED: Video Encoding Energy and CO2 Emissions Dataset for AWS EC2 instances,"Linder, Sandro",<p>VEED presents a benchmark to estimate the energy and CO2 emissions of different Amazon EC2 instances during the encoding of 500 video segments with various complexities and resolutions using Advanced Video Coding (AVC) and High-Efficiency Video Coding (HEVC). VEED is available at https://github.com/cd-athena/VEED-dataset.</p>,2024,"Video encoding, cloud computing, energy consumption, CO2 emission, dataset",10.5281/zenodo.10620848,,dataset
Implementing Effective Data Security Measures in Fintech Applications: Address the importance of and approaches to securing sensitive financial data,Kapil Dharika,"<p><strong><span>ABSTRACT</span></strong></p>
<p><span>In this research paper, we address the critical role of data security in the rapidly evolving FinTech sector. We explore the challenges and strategies for establishing robust data security systems, emphasizing the consequences of data breaches and common vulnerabilities. The paper highlights the efficacy of technologies like encryption, blockchain, and cloud security, supported by real-world case studies from leading FinTech companies. Additionally, we examine regulatory frameworks and standards essential for maintaining data security. Concluding with the proposal of an integrated security system model, the paper underscores the synergy between technological innovation, regulatory compliance, and proactive risk management in the FinTech industry.</span></p>",2024,"Data Security in FinTech, Financial Technology Data Protection, Encryption Technologies in Finance, Blockchain for Financial Security, Cloud Security in FinTech, Regulatory, Frameworks in Finance, Cybersecurity Threats in FinTech, AI in Financial Security, Technological Solutions for Data Protection, FinTech Compliance and Standards, Secure Financial Transaction Methods",10.5281/zenodo.10889828,,publication
Impact of the Information Systems and Technology on Enterprises,"Valma Prifti, Dea Sinoimeri, Armira Lazaj, Joana Keçi","<p>The practice of information technology and strategy is crucial, and several lines of study that have been well-developed have helped us to comprehend it better. However, during the past ten years, the digitization of enterprises has profoundly changed it and called conventional knowledge on strategy into question. Developing and implementing a plan for computer-based information systems, is a crucial challenge in many enterprises. The expansion of this class of enterprises has been strongly affected by the advancement of technology and information systems and the widespread use of the Internet. In this paper, a comprehensive case of the process of developing and implementing a strategy, at Alpha Bank Albania is described and analysed. Banks and other financial businesses have undergone significant modifications due to the more widespread usage of computer data processing in conjunction with contemporary telecommunications technologies</p>",2024,Information technology; information system; model; FLEXCUBE.,10.5281/zenodo.10655748,,publication
Application of Deep Learning in Financial Credit Card Fraud Detection,"Bao, Qiaozhi, Wei, Kuo, Xu, Jiahao, Jiang, Wei","<p><span>Credit cards play an important role in our daily life, and the emergence of Internet finance makes credit card payment face more fraud risks. Therefore, it is of great significance to build an efficient credit card fraud detection model and continuously improve the fraud detection accuracy for improving the market system, promoting the healthy development of economy, maintaining the stability of national economy and ensuring financial security.This paper proposes a BERT model for credit card fraud detection to address the challenges posed by imbalanced and high-dimensional datasets. Leveraging BERT's pre-training to capture semantic similarity, the model enhances fraud detection accuracy. Through extensive data preprocessing and model training, the proposed approach achieves a remarkable 99.95% accuracy in detecting fraudulent transactions. The study underscores the importance of leveraging advanced deep learning techniques like BERT to combat evolving fraud tactics in the internet finance industry.</span></p>",2024,"Credit card fraud detection, BERT model, Imbalanced dataset, Deep learning, Data preprocessing",10.5281/zenodo.10960092,,publication
Integrating AI-powered Chatbots for DevOps Support and Communication in Cloud Environments,Naresh Lokiny,"<p><span>The integration of AI-powered chatbots in DevOps support and communication within cloud environments presents a transformative approach to streamline operations, enhance efficiency, and improve collaboration. This paper explores the various dimensions of this integration, including methodologies, use cases, literature review, and practical implementation. The study aims to provide a comprehensive understanding of the benefits and challenges associated with deploying AI chatbots in DevOps pipelines and cloud-based infrastructures.</span></p>",2024,"AI-powered chatbots, DevOps, Cloud environments, Automation, IT operations",10.5281/zenodo.13325989,,publication
