"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"LFW3RXNX","journalArticle","2023","H. Wu; Z. Li; R. Song; B. Xiao","Enabling Privacy-Preserving and Efficient Authenticated Graph Queries on Blockchain-Assisted Clouds","IEEE Transactions on Knowledge and Data Engineering","","1558-2191","10.1109/TKDE.2023.3249279","","Prior research has introduced a new scenario of blockchain-assisted clouds where the data owner outsources original data to cloud servers and stores some metadata on the blockchain. Despite some research on key-value query and range query in this hybrid-storage scenario, other more complicated data types are not yet supported. In this article, we conduct pioneering research on authenticated queries for graph data, which is a popular data type such as the knowledge graph data, on the blockchain-assisted cloud. The primary challenge is how to design an authenticated data structure (ADS) that supports authenticated queries and can be easily maintained by the blockchain. To this end, we propose a novel ADS, named PAGB, based on the RSA accumulator and completeness set. It can also prevent the original data from being revealed to the public through blockchain or irrelevant queries. We further optimize our design to be more efficient in terms of communication and computation. The effectiveness and efficiency of PAGB are verified through theoretical analysis and extensive experiments.","2023-09-01","2025-11-10 09:28:52","2025-11-10 09:28:52","","9728-9742","","9","35","","IEEE Transactions on Knowledge and Data Engineering","","","","","","","","","","","","","","","","","","","Cloud computing; Privacy-preserving; Authentication; blockchain; Metadata; Cryptography; authenticated query; cloud data query; knowledge graph data; Privacy; Servers; Blockchains","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FDDQNB75","conferencePaper","2016","M. Dayarathna; I. Herath; Y. Dewmini; G. Mettananda; S. Nandasiri; S. Jayasena; T. Suzumura","Introducing Acacia-RDF: An X10-Based Scalable Distributed RDF Graph Database Engine","2016 IEEE International Parallel and Distributed Processing Symposium Workshops (IPDPSW)","","","10.1109/IPDPSW.2016.31","","Linked data mining has become one of the key questions in HPC graph mining in recent years. However, the existing RDF database engines are not scalable and are less reliable in heterogeneous clouds. In this paper we describe the design and implementation of Acacia-RDF which is a scalable distributed RDF graph database engine developed with X10 programming language to solve this issue. Acacia-RDF partitions the RDF data sets into subgraphs following vertex cut paradigm. The partitioned data sets are persisted on secondary storage across X10 places. We developed a scalable SPARQL processor for Acacia-RDF which operates on top of partitioned RDF data. Furthermore, we demonstrate the implementation of scalable graph algorithms such as Triangle counting with such partitioned data sets. We present performance results gathered from Acacia with different scales of LUBM RDF benchmark data sets and make a comparison of Acacia's performance against Neo4j graph database server. From the scalability experiments conducted upto 16 X10 places, we observed that Acacia-RDF scales well with LUBM data sets. Acacia-RDF reported approximately 2 seconds elapsed time on 4 places for running the first and third queries of the LUBM benchmark on LUBM scale 40 data set. Through this work we introduce the use of X10 language for scalable RDF graph data management.","2016-05-23","2025-11-10 09:28:52","2025-11-10 09:28:52","","1024-1032","","","","","","","","","","","","","","","","","","","","Journal Abbreviation: 2016 IEEE International Parallel and Distributed Processing Symposium Workshops (IPDPSW)","","","","Cloud computing; Graph theory; Computer architecture; RDF; SPARQL; Java; Engines; Resource description framework; Servers; Partitioning algorithms; Database management; Distributed databases; Graph databases","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2016 IEEE International Parallel and Distributed Processing Symposium Workshops (IPDPSW)","","","","","","","","","","","","","","",""
"TQUPSWXS","journalArticle","2023","D. N. Ganapathy; K. P. Joshi","A Semantically Rich Framework to Automate Cloud Service Level Agreements","IEEE Transactions on Services Computing","","1939-1374","10.1109/TSC.2022.3140585","","Consumers evaluate and choose cloud-based services based on the Service Level Agreements (SLA). These agreements list the service terms and metrics to be agreed upon by the service providers and the customers. Current cloud SLAs are text documents that require significant manual effort to parse and determine if providers meet the SLAs. Moreover, due to the lack of standardization, providers differ in the way they define the terms and metrics, making it more difficult to compare different provider SLAs. We have developed a novel framework to significantly automate the process of extracting knowledge embedded in cloud SLAs and representing it in a semantically rich knowledge graph helping the user to make a calculated decision in choosing a provider. Our framework captures the key terms, measures, and deontic rules, in the form of obligations and permissions present in the cloud SLAs. In this article, we discuss our framework, technique, and challenges in automating the cloud services agreement. We also describe our results and their validation against well-established standards.","2023-02-01","2025-11-10 09:28:53","2025-11-10 09:28:53","","53-64","","1","16","","IEEE Transactions on Services Computing","","","","","","","","","","","","","","","","","","","Cloud computing; natural language processing; Ontologies; actor determination; and text mining; deontic logic; Feature extraction; NIST; semantic cloud services; semantic Web; Service level agreements; Standards; Measurement","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D3EF2FNZ","conferencePaper","2016","B. Di Martino; A. Esposito; G. Cretella","From Business Process Models to Cloud Deployment: A Semantic Approach","2016 30th International Conference on Advanced Information Networking and Applications Workshops (WAINA)","","","10.1109/WAINA.2016.123","","In the recent years great interest has been shown by both private organizations and independent researchers on Business Processes definition and management, which resulted in the development of several tools for their design and execution, and in proposals of standards for their formal representation, such as BPMN. At the same time, Cloud Computing solutions have reached a good level of maturity, with a high number of services and offers currently available to customers who, in turn, would benefit from a tool suggesting the most suitable Cloud services to leverage according to their specific requirements. In this paper a tentative approach for the mapping of Business requirements (expressed through BPMN diagrams) to Cloud services is proposed. In particular, semantic-Web technologies such as OWL are proposed to ease the mapping process and to suggest users the best suitable Cloud services to leverage and compose.","2016-03-23","2025-11-10 09:28:53","2025-11-10 09:28:53","","121-126","","","","","","","","","","","","","","","","","","","","Journal Abbreviation: 2016 30th International Conference on Advanced Information Networking and Applications Workshops (WAINA)","","","","Cloud computing; Semantics; Interoperability; Security; Ontologies; OWL; Business Process; Standards; BPMN; Business","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2016 30th International Conference on Advanced Information Networking and Applications Workshops (WAINA)","","","","","","","","","","","","","","",""
"38JWHTT8","conferencePaper","2022","L. Ouchaou; H. Nacer; F. Charoy","Semantic-Based Cognitive Service Discovery in Multi-Cloud Environments","2022 First International Conference on Computer Communications and Intelligent Systems (I3CIS)","","","10.1109/I3CIS56626.2022.10075896","","While service discovery is an area of active research in which many approaches were proposed, particularly for Web services, this issue still needs to be mature for Cloud computing. Little attention is given to the problem of discovering Cloud services on the Internet, and existing solutions have significant limitations, such as time consumption and poor performance. This paper proposes a semantic-based approach for Cloud cognitive service discovery in Multi-Cloud environments to accurately answer user functional requirements. A set of experiments is carried out to validate the method.","2022-11-22","2025-11-10 09:28:53","2025-11-10 09:28:53","","82-87","","","","","","","","","","","","","","","","","","","","Journal Abbreviation: 2022 First International Conference on Computer Communications and Intelligent Systems (I3CIS)","","","","Cloud computing; Semantics; Ontology; Ontologies; Service Discovery; Web services; Throughput; Clustering algorithms; Multi-Cloud; Cognitive Services; Time factors","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022 First International Conference on Computer Communications and Intelligent Systems (I3CIS)","","","","","","","","","","","","","","",""
"GB62AMNJ","conferencePaper","2016","A. Palavalli; D. Karri; S. Pasupuleti","xDaaS: Any Data as a Service","2016 IEEE Tenth International Conference on Semantic Computing (ICSC)","","","10.1109/ICSC.2016.36","","Integration of products in enterprises comes with hard challenges due to several factors such as products developed in house, off the shelf, developed over different time lines, available as services over internet, ever changing product APIs, disconnected data models among the products, extensions developed by partners and customers and many more. We propose Semantic Data Platform (SDP), built around the semantics of the information derived out of product integration. This approach of semantic model based data sharing provides extreme loose coupling among products, makes extension of information from a given product possible with zero impact on rest of the system. Easy certification of integration enables evolution of products fairly independent of each other. SDP offers semantic federation and querying, therefore it can fetch any data irrespective of the product where the data lives. Thus, 'Any Data from a product can be offered as a Service'.","2016-02-04","2025-11-10 09:28:53","2025-11-10 09:28:53","","166-167","","","","","","","","","","","","","","","","","","","","Journal Abbreviation: 2016 IEEE Tenth International Conference on Semantic Computing (ICSC)","","","","Cloud Computing; Semantics; Ontology; Ontologies; Buildings; Couplings; Enterprise Data Integration; Fact Oriented Modeling; Object Role Modeling; Ontology Design Pattern; ORM; Semantic Data Platform; Conferences; Data models; Electronic mail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2016 IEEE Tenth International Conference on Semantic Computing (ICSC)","","","","","","","","","","","","","","",""
"HJG3979G","conferencePaper","2016","H. Yamaguchi; S. Tsujii; H. Okazaki; Y. Shidama","Privacy Preserving Logic Formula Calculation in Cloud","2016 IEEE Tenth International Conference on Semantic Computing (ICSC)","","","10.1109/ICSC.2016.99","","In this paper we present a problem/solution system based on logic formula calculation scheme preserving the user's privacy. Semantic computing extends semantic Web both in breadth and depth. This article discusses the essences of semantic computing with a description of semantic services. The logic formula calculation schemes are an indispensable technique currently. However, suppose these schemes are served in cloud computing services in near future, the users poses a significant risk to the privacy regarding to their problem, since a curious cloud administrator can follow the user's problem (query) and infer what the user is after. Indeed, in case where the user's intensions are to be kept secret, users are often cautious about using this services. In this paper we also discuss on a problem/solution system with the representative examples, such as biological analysis and simple logic reasoning together with the privacy preserving techniques.","2016-02-04","2025-11-10 09:28:53","2025-11-10 09:28:53","","329-332","","","","","","","","","","","","","","","","","","","","Journal Abbreviation: 2016 IEEE Tenth International Conference on Semantic Computing (ICSC)","","","","Semantics; Natural languages; Cryptography; Privacy; DNA; Cognition; Hair","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2016 IEEE Tenth International Conference on Semantic Computing (ICSC)","","","","","","","","","","","","","","",""
"YQCL75XG","journalArticle","2016","S. Singh; Y. Liu","A cloud service architecture for analyzing big monitoring data","Tsinghua Science and Technology","","1007-0214","10.1109/TST.2016.7399283","","Cloud monitoring is of a source of big data that are constantly produced from traces of infrastructures, platforms, and applications. Analysis of monitoring data delivers insights of the system's workload and usage pattern and ensures workloads are operating at optimum levels. The analysis process involves data query and extraction, data analysis, and result visualization. Since the volume of monitoring data is big, these operations require a scalable and reliable architecture to extract, aggregate, and analyze data in an arbitrary range of granularity. Ultimately, the results of analysis become the knowledge of the system and should be shared and communicated. This paper presents our cloud service architecture that explores a search cluster for data indexing and query. We develop REST APIs that the data can be accessed by different analysis modules. This architecture enables extensions to integrate with software frameworks of both batch processing (such as Hadoop) and stream processing (such as Spark) of big data. The analysis results are structured in Semantic Media Wiki pages in the context of the monitoring data source and the analysis process. This cloud architecture is empirically assessed to evaluate its responsiveness when processing a large set of data records under node failures.","2016-02","2025-11-10 09:28:53","2025-11-10 09:28:53","","55-70","","1","21","","Tsinghua Science and Technology","","","","","","","","","","","","","","","","","","","Cloud computing; cloud computing; semantic web; Monitoring; Computer architecture; big data; Information services; REST API; software architecture; Sparks; Electronic publishing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"567HP5NF","journalArticle","2016","Z. Fu; K. Ren; J. Shu; X. Sun; F. Huang","Enabling Personalized Search over Encrypted Outsourced Data with Efficiency Improvement","IEEE Transactions on Parallel and Distributed Systems","","1558-2183","10.1109/TPDS.2015.2506573","","In cloud computing, searchable encryption scheme over outsourced data is a hot research field. However, most existing works on encrypted search over outsourced cloud data follow the model of “one size fits all” and ignore personalized search intention. Moreover, most of them support only exact keyword search, which greatly affects data usability and user experience. So how to design a searchable encryption scheme that supports personalized search and improves user search experience remains a very challenging task. In this paper, for the first time, we study and solve the problem of personalized multi-keyword ranked search over encrypted data (PRSE) while preserving privacy in cloud computing. With the help of semantic ontology WordNet, we build a user interest model for individual user by analyzing the user's search history, and adopt a scoring mechanism to express user interest smartly. To address the limitations of the model of “one size fit all” and keyword exact search, we propose two PRSE schemes for different search intentions. Extensive experiments on real-world dataset validate our analysis and show that our proposed solution is very efficient and effective.","2016-09-01","2025-11-10 09:28:53","2025-11-10 09:28:53","","2546-2559","","9","27","","IEEE Transactions on Parallel and Distributed Systems","","","","","","","","","","","","","","","","","","","Cloud computing; Cloud security; Encryption; Indexes; Servers; outsourcing security; personalized search; user interest model; Computational modeling; Search problems","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IIL5ZYTA","conferencePaper","2015","H. J. Lee; H. S. Kim","eHealth Recommendation Service System Using Ontology and Case-Based Reasoning","2015 IEEE International Conference on Smart City/SocialCom/SustainCom (SmartCity)","","","10.1109/SmartCity.2015.217","","The proposed eHealth Recommendation Service System (eHeaRSS) is to recommend health service information to patients whenever and wherever. Nowadays, depending on online networks popularity, there are a lot of research starting to focus on patient-context to apply health care fields like tele-health, tele-care, medical traveling, and so on. The proposed eHeaRSS is like a family doctor to care patients, especially to use generated patients-context. eHeaRSS is a recommendation system for immediate and appropriate medical services using crowd sourcing in cloud computing environment. To do this, it is necessary to classify the data into symptoms, diseases, departments and doctors related data types. To consider hierarchies or subsume relationships among them, eHeaRSS Ontology (eHeaRSS-Ont) is developed through integration of 4-static ontology (4-Ont) which is comprised of symptom-, disease-, department-and doctor-Ont to create tailored recommendations depending on patient-context. For the recommendation service, Case-based reasoning (CBR) is applied. The extracted cases using 4-Ont are integrated by eHeaRSS-Ont depending on the patient-context. For customization, it is necessary to reconfigure the case using eHeaRSS Constraints Value Compatibility Map (eHeaRSS-CVCM). To prove the significance and efficiency of the eHeaRSS, we experimented using ontology-based data processing and proved the superiority of eHeaRSS with the provision of better recommendation than other DB-based systems.","2015-12-19","2025-11-10 09:28:53","2025-11-10 09:28:53","","1108-1113","","","","","","","","","","","","","","","","","","","","Journal Abbreviation: 2015 IEEE International Conference on Smart City/SocialCom/SustainCom (SmartCity)","","","","Ontology; Knowledge based systems; Ontologies; Healthcare; Health; Context; Cloud computing environment; Diseases; Hospitals; Case-based Reasoning; Crowd sourcing; Recommendation Service System","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2015 IEEE International Conference on Smart City/SocialCom/SustainCom (SmartCity)","","","","","","","","","","","","","","",""
"9LPZCZGW","conferencePaper","2015","M. Tian; J. Li; X. Meng; R. Li; J. Bi; J. Li; Y. Zhao; B. Liu","A Topic-Level Privacy Preserving Search in the Medical Field","2015 IEEE International Conference on Smart City/SocialCom/SustainCom (SmartCity)","","","10.1109/SmartCity.2015.223","","With the explosive growth of medical information, the users not only query information efficiently and accurately, but also pay attention to the information of sensitivity and privacy. In medical domains, the current privacy preserving methods either use the technology of Access Control List, or need to prepare training documents for each privacy policy. However, it is a time-consuming and impractical way for data owners to assign a privacy policy on each document. In this paper, by exploiting the privacy medical queries, we propose a novel approach based on semantic and ontology to achieve the topic-level privacy preserving search. With the support of them, we first mine all the potential hierarchy and semantics from a user query and acquire sensitive terms relative to privacy policies automatically without training documents.","2015-12-19","2025-11-10 09:28:53","2025-11-10 09:28:53","","1139-1142","","","","","","","","","","","","","","","","","","","","Journal Abbreviation: 2015 IEEE International Conference on Smart City/SocialCom/SustainCom (SmartCity)","","","","Semantics; Ontology; Ontologies; Data privacy; Privacy; Access control; Diseases; LSA; Privacy and access control for cloud computing; Training; medical information retrieval","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2015 IEEE International Conference on Smart City/SocialCom/SustainCom (SmartCity)","","","","","","","","","","","","","","",""
"L2UPRNQ9","conferencePaper","2015","J. Kebbedies; J. Spillner; I. Braun; A. Schill","Conceptualized Policy Design for User-Regulated Trusted Clouds","2015 IEEE/ACM 8th International Conference on Utility and Cloud Computing (UCC)","","","10.1109/UCC.2015.105","","The term ""trust"" in the area of cloud computing has always been one of the most problematic issues. The cloud user becomes willing to accept insecure conditions and unconsciously increases these conditions' security level if he is able to find a strategy that provides trust. This level of trust, once established, is difficult to maintain if any deception takes place. The indications of proven trust can only be seen in future usage of a cloud service. For this reason, specific control instruments are required to ascertain the accuracy of one's trust. The establishment of trust in a public cloud environment requires a paradigm change: a holistic strategy that enforces regulation requirements throughout the cloud architecture. The movement of the root of trust into hardware reduces vulnerability to compromise, as hardware attacks require a high expenditure of time and effort. Cloud users would define regulation standards through trust-worthy IT instruments and enforce them in specific cloud-service layers. The extension of this approach is the regulation of SaaS-based applications to enforce requirements for separation and availability. This work introduces a conceptual approach to establish a chain of policy by using hardware-oriented root of trust. The conceptual description of a chain of policy outlines the main principles to enforce regulations accurately for each architectural cloud layer based on an established chain of trust.","2015-12-07","2025-11-10 09:28:53","2025-11-10 09:28:53","","601-606","","","","","","","","","","","","","","","","","","","","Journal Abbreviation: 2015 IEEE/ACM 8th International Conference on Utility and Cloud Computing (UCC)","","","","Cloud computing; Ontology; Security; Ontologies; Computer architecture; Hardware; Compliance; Regulation; Trusted Cloud; Virtual machine monitors","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2015 IEEE/ACM 8th International Conference on Utility and Cloud Computing (UCC)","","","","","","","","","","","","","","",""
"RQL89X33","conferencePaper","2015","J. Choi; C. Choi; H. M. Lynn; P. Kim","Ontology Based APT Attack Behavior Analysis in Cloud Computing","2015 10th International Conference on Broadband and Wireless Computing, Communication and Applications (BWCCA)","","","10.1109/BWCCA.2015.69","","Recently personal information due to the APT attack, the economic damage and leakage of confidential information is a serious social problem, a great deal of research has been done to solve this problem. APT attacks are threatening traditional hacking techniques as well as to increase the success rate of attacks using sophisticated attack techniques such attacks Zero-Day vulnerability in order to avoid detection techniques and state-of-the-art security because it uses a combination of intelligence. In this paper, the malicious code is designed to detect APT attack based on APT attack behavior ontology that occur during the operation on the target system, it uses intelligent APT attack than to define inference rules can be inferred about malicious attack behavior to propose a method that can be detected.","2015-11-04","2025-11-10 09:28:53","2025-11-10 09:28:53","","375-379","","","","","","","","","","","","","","","","","","","","Journal Abbreviation: 2015 10th International Conference on Broadband and Wireless Computing, Communication and Applications (BWCCA)","","","","Ontology; Intrusion detection; Malware; Ontologies; Computers; APT Attack; Inference Rules; Organizations; Communication system security","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2015 10th International Conference on Broadband and Wireless Computing, Communication and Applications (BWCCA)","","","","","","","","","","","","","","",""
"GDX4AWR7","conferencePaper","2022","R. Zhao","Industry-University-Research Collaborative Information Sharing Cloud Platform Assisting Human Decentralization Algorithm for Cross-border E-Commerce","2022 4th International Conference on Inventive Research in Computing Applications (ICIRCA)","","","10.1109/ICIRCA54612.2022.9985685","","Industry-University-Research collaborative information sharing cloud platform assisting human decentralization algorithm for the cross-border E-commerce is implemented in this paper. The function of the information management module is to take advantage of the large storage capacity of cloud computing, improve storage efficiency, and ensure the smooth progress of information transmission, storage, and backup in the system. With this theoretical basis, this paper then considers the novel decentralization algorithm. The core idea of ontology is to gradually abstract the concepts and relationships of each specific object, and to standardize and standardize the general description of concepts in the field. So that all objects in the domain can recognize and understand the concept of ontology description, so as to realize the sharing of the knowledge information in the ontology domain. Then this framework will be applied into the process of information sharing cloud platform for assisting the implementation of human decentralization algorithm in cross-border E-commerce applications. The performance is validated through testing.","2022-09-21","2025-11-10 09:28:53","2025-11-10 09:28:53","","1662-1666","","","","","","","","","","","","","","","","","","","","Journal Abbreviation: 2022 4th International Conference on Inventive Research in Computing Applications (ICIRCA)","","","","Cloud computing; Ontologies; Cloud Platform; Cross-border E-commerce; Decentralization Algorithm; Electronic commerce; Industry Innovation; Information sharing; Information Sharing; Collaboration; Technological innovation; Information processing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022 4th International Conference on Inventive Research in Computing Applications (ICIRCA)","","","","","","","","","","","","","","",""
"3TJV9GG8","conferencePaper","2022","V. Gorvunova; I. Kukhtevich; T. Goryunova","Digitalization and Integration Cloud Solutions for Healthcare Information Systems","2022 4th International Conference on Control Systems, Mathematical Modeling, Automation and Energy Efficiency (SUMMA)","","","10.1109/SUMMA57301.2022.9973961","","Infocommunication technological solutions in healthcare are an environment at the intersection of information technologies, achievements in medical science, the work of medical institutions, insurance companies, doctors and patients. The authors emphasize that in addition to this, there is a clear trend towards personalized medicine, which will be most effective when using cloud technologies. It is noted that medical organizations mainly use information systems that ensure the transfer of financial, operational and personnel applications to the cloud. With the advent of new digital services, there is also an increasing need for cloud transformation of key medical systems and applications to improve the quality of patient care. The article discusses aspects of the implementation of cloud infrastructure solutions in the process of automating various clinical areas. It highlights the need for integrated healthcare solutions including medical imaging and emergency medical care. The possibility of combining applications, servers and databases used by various organizations (health authorities, medical organizations, research centers, etc.) into a common network using modern cloud platform solutions is noted. The aspects of standardization of medical information systems and the use of standard products, including ontologies, are noted. The task of the near future is the development of cloud solutions in the intelligent assistant to the doctor, including the introduction of integrated clinical applications, automatic quality control of medical care and other areas. The possibility of developing universal interfaces for integrated clinical applications is being considered. This is especially important in emergency situations.","2022-11-09","2025-11-10 09:28:53","2025-11-10 09:28:53","","608-611","","","","","","","","","","","","","","","","","","","","Journal Abbreviation: 2022 4th International Conference on Control Systems, Mathematical Modeling, Automation and Energy Efficiency (SUMMA)","","","","cloud computing; Web services; healthcare; integrated clinical applications; physician; Quality control; Servers; Medical services; Precision medicine; Sociology; Standards organizations","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022 4th International Conference on Control Systems, Mathematical Modeling, Automation and Energy Efficiency (SUMMA)","","","","","","","","","","","","","","",""
"ZBUMVTNG","conferencePaper","2015","S. Kumar; M. K. Pandey; A. Nath; K. Subbiah","Missing QoS-values predictions using neural networks for cloud computing environments","2015 International Conference on Computing and Network Communications (CoCoNet)","","","10.1109/CoCoNet.2015.7411219","","Cloud computing environment is influenced by user-dependent quality of service (QoS) parameters in evaluating the performance of Web services apart from others factors. Among the performance QoS parameters, mainly response-time and throughput could be modulated to provide very efficient services for cloud users. As per user's requirement, the service provider's recommendation of appropriate Web services to the end-users with proper QoS satisfaction is one of the critical issues. This can be recommended to end-users in the Service Level Agreement (SLA) under Web Service Modeling Ontology (WSMO) of WS-Policy. Generally, the matrix of collected QoS parameter values is sparse and the accurate prediction of the missing QoS values is important for the recommendation of appropriate web services to the end users. To address this issue, we worked out an artificial neural network model for the prediction of missing QoS-values using past QoS performance parameter data. In this current work, the performances of different learning algorithms of ANN are analyzed for enhanced prediction of QoS performance values. The ANN model with Bayesian-Regularization is found to be better performing when compared to other learning algorithms.","2015-12-16","2025-11-10 09:28:53","2025-11-10 09:28:53","","414-419","","","","","","","","","","","","","","","","","","","","Journal Abbreviation: 2015 International Conference on Computing and Network Communications (CoCoNet)","","","","Cloud computing; Quality of service; Service Level Agreement (SLA); back-propagation (BP); Bayesian-regularization (BR); feedforward neural-network; quality-of-service (QoS); Predictive models; Training; Computational modeling; Artificial neural networks","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2015 International Conference on Computing and Network Communications (CoCoNet)","","","","","","","","","","","","","","",""
"6V5MZBXP","conferencePaper","2022","K. Mitropoulou; P. Kokkinos; P. Soumplis; E. Varvarigos","Detect Resource Related Events in a Cloud-Edge Infrastructure using Knowledge Graph Embeddings and Machine Learning","2022 13th International Symposium on Communication Systems, Networks and Digital Signal Processing (CSNDSP)","","","10.1109/CSNDSP54353.2022.9908022","","Edge and cloud computing infrastructures consist of multiple resources that may belong to different providers and are utilized in a shared manner by distributed applications for computing and storage purposes. Detecting events that affect the efficient operation of such infrastructures is a challenge and absolutely necessary for providing high quality cloud-edge services. In this work, we model cloud-edge infrastructures using knowledge graphs and use graph embeddings to transform the graphs into vectors. Then, traditional data-driven machine learning algorithms are used in order to detect anomaly events that relate to the infrastructure usage.","2022-07-20","2025-11-10 09:28:53","2025-11-10 09:28:53","","698-703","","","","","","","","","","","","","","","","","","","","Journal Abbreviation: 2022 13th International Symposium on Communication Systems, Networks and Digital Signal Processing (CSNDSP)","","","","Cloud computing; Knowledge graph; cloud computing; machine learning; Edge computing; event detection; graph embeddings; Simulation; Computational modeling; Event detection; Machine learning algorithms; Image edge detection; Signal processing algorithms","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022 13th International Symposium on Communication Systems, Networks and Digital Signal Processing (CSNDSP)","","","","","","","","","","","","","","",""
"XTWS8TSK","conferencePaper","2015","M. Anwar; A. Imran","Access Control for Multi-tenancy in Cloud-Based Health Information Systems","2015 IEEE 2nd International Conference on Cyber Security and Cloud Computing","","","10.1109/CSCloud.2015.95","","Cloud technology can be used to support costeffective, scalable, and well-managed healthcare information systems. However, cloud computing, particularly multitenancy, introduces privacy and security issues related to personal health information (PHI). In this paper, we designed ontological models for healthcare workflow and multi-tenancy, and then applied HIPAA requirements on the models to generate HIPAA-compliant access control policies. We used Semantic Web Rule Language (SWRL) to represent access control policies as rules, and we verified the rules with an OWL-DL reasoner. Additionally, we implemented HIPAA security rules through access control policies in a cloud-based simulated healthcare environment. More specifically, we investigated access control policy specification and enforcement for cloud based healthcare information systems using an open source cloud platform, OpenStack. The results manifest HIPAA compliance through authorization policies that are capable of addressing vulnerabilities of multi-tenancy.","2015-11-03","2025-11-10 09:28:53","2025-11-10 09:28:53","","104-110","","","","","","","","","","","","","","","","","","","","Journal Abbreviation: 2015 IEEE 2nd International Conference on Cyber Security and Cloud Computing","","","","Cloud computing; access control; Ontologies; Access control; Insurance; Databases; Medical services; health cloud; HIPAA; multitenancy; ontological model; openstack","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2015 IEEE 2nd International Conference on Cyber Security and Cloud Computing","","","","","","","","","","","","","","",""
"PGQNVBZW","conferencePaper","2015","K. Gai; M. Qiu; S. Jayaraman; L. Tao","Ontology-Based Knowledge Representation for Secure Self-Diagnosis in Patient-Centered Teleheath with Cloud Systems","2015 IEEE 2nd International Conference on Cyber Security and Cloud Computing","","","10.1109/CSCloud.2015.72","","The implementation of cloud computing in tele-health has enabled enormous benefits of improving health-care services as well as active health approaches, such as Patient-Centered Telehealth (PCT). Applying cloud systems enables healthcare users to obtain medical information from multiple cloud-based platforms or sources. Various service deployments meet different customers' needs. As one of the popular information sharing manners on clouds, Online Self-Diagnosis (OSD) has been widely implemented for recommending medicines or treatment plans in the varied medical fields. However, there is a great risk for users when executing OSD since lack of professional pharmacological knowledge. This paper concentrates on this issue and proposes an ontology-based approach representing the medical knowledge for alarming potential risks. The proposed mechanism is named Secure Ontology-based Self-diagnosis (SOS) Model that is designed to generate knowledge of medical treatments or incompatibility of medicines to avoid improper behaviors of diagnoses. Based on the proposed model, our algorithm uses structure-level technique applying semantic schemas, which is Propositional Satisfiability Matching Algorithm (PSMA). Our experiment has proved the feasibility of our proposed mechanism.","2015-11-03","2025-11-10 09:28:53","2025-11-10 09:28:53","","98-103","","","","","","","","","","","","","","","","","","","","Journal Abbreviation: 2015 IEEE 2nd International Conference on Cyber Security and Cloud Computing","","","","Cloud computing; Semantics; Ontology; Security; Ontologies; OWL; Medical services; cloud systems; knowledge presentation; patient-centered telehealth; self-diagnosis; Medical diagnostic imaging","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2015 IEEE 2nd International Conference on Cyber Security and Cloud Computing","","","","","","","","","","","","","","",""
