"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"GKAUX6T8","conferencePaper","2017","J. -Y. Huang; W. -P. Lee; T. -H. Yang; C. -S. Ko","Resource sharing for cloud robots: Service reuse and collective map building","2017 18th International Conference on Advanced Robotics (ICAR)","","","10.1109/ICAR.2017.8023624","","Cloud robotics is proposed to describe a new approach that takes advantage of “internet as a resource” for real-time sharing of various resources and massively parallel computation. This study is to investigate how different kinds of internet resources can be located on the Internet for sharing among robots. It focuses on the sharing of robot services created by different developers and the building of a more complete environment map from the partial maps constructed by different robots. To verify our work, we perform a set of experiments and the results show the promise of the presented approach.","2017-07-10","2025-11-10 09:29:05","2025-11-10 09:29:05","","303-309","","","","","","","","","","","","","","","","","","","","Journal Abbreviation: 2017 18th International Conference on Advanced Robotics (ICAR)","","","","Cloud computing; Ontologies; Quality of service; Resource management; Buildings; Robots; cloud robotics; face recognition; map building; Planning; resource sharing; service robot","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2017 18th International Conference on Advanced Robotics (ICAR)","","","","","","","","","","","","","","",""
"CHATQNI9","conferencePaper","2017","M. Volk; S. Bosse; K. Turowski","Providing Clarity on Big Data Technologies: A Structured Literature Review","2017 IEEE 19th Conference on Business Informatics (CBI)","2378-1971","","10.1109/CBI.2017.26","","The success of big data projects depends heavily on the ability to decide which technological expertise and architectures are required in such a context. However, there is confusion in scientific discourse regarding the systemization of big data technologies which exacerbates this problem. Therefore, in this paper, a structured literature review is conducted to assess the current state of the art and give an overview about big data technology classifications. It can be stated that only very limited approaches for classifications exist, which are partially incomplete or address only single aspects of big data technologies, such as the used database type. Conducting this literature review, investigations have also been made to derive possible starting points for extending existing or developing new classification approaches, which can form the basis of a future big data classification framework. Such a concept could be used to improve the decision-support for planning and managing big data projects. However, a common understanding would require unambiguous definitions of the term technology and various other expressions, which are used in the literature as a synonym today.","2017-07-24","2025-11-10 09:29:05","2025-11-10 09:29:05","","388-397","","","01","","","","","","","","","","","","","","","","","Journal Abbreviation: 2017 IEEE 19th Conference on Business Informatics (CBI)","","","","Ontologies; Computer architecture; Taxonomy; Big Data; Classification; Databases; Organizations; Bibliographies; Big Data Technologie; Decision Support; Literature Review","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2017 IEEE 19th Conference on Business Informatics (CBI)","","","","","","","","","","","","","","",""
"3EQFH5FE","conferencePaper","2017","F. F. Moghaddam; P. Wieder; R. Yahyapour","POBRES: Policy-based re-encryption schema for secure resource management in clouds","IEEE EUROCON 2017 -17th International Conference on Smart Technologies","","","10.1109/EUROCON.2017.8011070","","Security and privacy challenges are the most important obstacles for the advancement of IT-based on-demand services and cloud computing as an emerging technology. To ensure data confidentiality and fine-grained access control in cloud-based environments, stored data and resources needs to be re-encrypted periodically or based on special mechanisms such as revoked user-based or manual re-encryption. Managing the process of re-encryption is a challenging issue that involves many limitations such as time management, resource confidentiality, and level of access. Accordingly, a multi-level re-encryption model based on policy management has been presented in this paper to ensure data security in clouds. The proposed model uses a policy-based ontology to generate, manage and apply re-encryption policies based on the characteristics of resources, sensitivity of data and capabilities of service provider. The results of comprehensive performance and security analysis of proposed model shows this model increases the reliability of re-encryption processes in cloud storages considerably and provides an efficient policy management for re-encryption tasks.","2017-07-06","2025-11-10 09:29:05","2025-11-10 09:35:36","","15-21","","","","","","","","","","","","","","","","","","","","Journal Abbreviation: IEEE EUROCON 2017 -17th International Conference on Smart Technologies","<p>Export Date: 10 November 2025; Cited By: 1; Conference name: 17th IEEE International Conference on Smart Technologies, EUROCON 2017; Conference location: Ohrid; Metropol Lake Resort; Conference sponsors: Faculty of Computer Science and Engineering; Faculty of Electrical Engineering and IT; Neotel; Netcetera; Saints Cyril and Methodius University</p>","","","Cloud Computing; Cloud computing; Security; Information management; Ontologies; Natural resources management; Resource allocation; Resource management; Reliability; Cryptography; Encryption; Access control; Security and privacy; On-demand services; Emerging technologies; Public policy; Comprehensive performance; Computer privacy; Data confidentiality; Policy; Re-encryption; Re-Encryption; Reliability analysis; Resource Management; Data models; Computational modeling","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IEEE EUROCON 2017 -17th International Conference on Smart Technologies","","","","","","","","","","","","","","",""
"EN9LRZN6","conferencePaper","2017","T. Labidi; A. Mtibaa; W. Gaaloul; F. Gargouri","Ontology-Based SLA Negotiation and Re-Negotiation for Cloud Computing","2017 IEEE 26th International Conference on Enabling Technologies: Infrastructure for Collaborative Enterprises (WETICE)","","","10.1109/WETICE.2017.24","","Cloud computing represents a new computing approach that allows creating robust and on-demand services controlled by means of Service Level Agreements (SLA). These documents are generated following a process of negotiation during which the client chooses a subset of clauses among choices predefined by the provider on a ""take it or leave it"" basis. However, the heterogeneity between client requests and provider offers may result in inappropriate SLA. In addition, the cloud service context may change over the time which causes a client requirements adjustment and therefore, the SLA remains unsatisfactory. In this paper, we propose a cloud SLA negotiation and re-negotiation approach that integrate a semantic mapping between client requests and provider offers with the aim of generating a suitable SLA document. Moreover, our approach includes a context-aware system to adapt the SLA throughout reasoning techniques and automatically ensure the re-negotiation. A prototype implementation demonstrates the feasibility and the efficiency of our approach.","2017-06-21","2025-11-10 09:29:05","2025-11-10 09:35:38","","36-41","","","","","","","","","","","","","","","","","","","","Journal Abbreviation: 2017 IEEE 26th International Conference on Enabling Technologies: Infrastructure for Collaborative Enterprises (WETICE)","<p>Export Date: 10 November 2025; Cited By: 10; Conference name: 26th IEEE International Conference on Enabling Technologies: Infrastructure for Collaborative Enterprises, WETICE 2017; Conference location: Poznan</p>","","","Cloud Computing; Context- awareness; Cloud computing; Semantics; Ontology; Ontologies; Quality of service; Service Level Agreements; Context-aware systems; Re negotiations; Reasoning techniques; SLA negotiation; SLA re-negotiation; On-demand services; Context-awareness; Prototype implementations; Elasticity; Time factors; Cognition; Context-Awareness","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2017 IEEE 26th International Conference on Enabling Technologies: Infrastructure for Collaborative Enterprises (WETICE)","","","","","","","","","","","","","","",""
"XXE6T3NX","conferencePaper","2017","A. Ghorbel; M. Ghorbel; M. Jmaiel","PRIARMOR: An IaaS Solution for Low-Level Privacy Enforcement in the Cloud","2017 IEEE 26th International Conference on Enabling Technologies: Infrastructure for Collaborative Enterprises (WETICE)","","","10.1109/WETICE.2017.64","","In this paper, we introduce the IaaS ""PriArmor"" (Privacy Armor) solution for privacy preservation in the cloud. This approach allows the data owner (tenant and/or end users) to define his privacy requirements and to include regulations policy based on a privacy ontology model that captures all privacy concepts related to the data access and usage in the cloud. The PriArmor approach allows the enforcement of usage control requirements at a low level using a System Call Interception (SCI) technique that enables detecting the intention for policy breaching and inhibiting it. Moreover, the PriArmor approach introduces a data flow model that tracks private data and reflects the existence of derived data through the system to maintain a strong enforcement level. The performed evaluation proves the efficiency of our approach for ensuring policy enforcement in the cloud environment.","2017-06-21","2025-11-10 09:29:05","2025-11-10 09:29:05","","119-124","","","","","","","","","","","","","","","","","","","","Journal Abbreviation: 2017 IEEE 26th International Conference on Enabling Technologies: Infrastructure for Collaborative Enterprises (WETICE)","","","","Cloud computing; Ontology; Cloud; Containers; Ontologies; Data privacy; Privacy; Policy enforcement; Medical services; Data models; Data flow model","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2017 IEEE 26th International Conference on Enabling Technologies: Infrastructure for Collaborative Enterprises (WETICE)","","","","","","","","","","","","","","",""
"X2IHZBAB","conferencePaper","2017","F. Hajjej; Y. B. Hlaoui; L. J. B. Ayed","Adapted E-Assessment System Based on Cloud Computing","2017 IEEE 17th International Conference on Advanced Learning Technologies (ICALT)","2161-377X","","10.1109/ICALT.2017.148","","Using Cloud Computing environment, the e-assessment process becomes an orchestration of a set of dedicated cloud services. In this paper, we propose an architecture for an e-assessment environment based on cloud services. This environment implements an approach that we have proposed to develop a generic e-assessment process which will be adapted to a learner profile. The e-assessment process activities and the adaptation process are implemented as Cloud services. Furthermore, they could be invoked from any existing Learning Management System (LMS).","2017-07-03","2025-11-10 09:29:05","2025-11-10 09:29:05","","251-255","","","","","","","","","","","","","","","","","","","","Journal Abbreviation: 2017 IEEE 17th International Conference on Advanced Learning Technologies (ICALT)","","","","Cloud computing; cloud computing; Ontologies; Computer architecture; Engines; adaptation; Unified modeling language; Electronic learning; E-assessment; Workflow management software","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2017 IEEE 17th International Conference on Advanced Learning Technologies (ICALT)","","","","","","","","","","","","","","",""
"23F8UZFH","conferencePaper","2017","O. S. Lupşe; L. Stoicu-Tivadar","Profiling in obstetrics for premature birth risk patients","2017 E-Health and Bioengineering Conference (EHB)","","","10.1109/EHB.2017.7995418","","There is a diversity of risk situations for pregnant women resulting in premature birth endangering the newborn's life. The pregnant women are monitored by physicians benefiting their experience in last months of pregnancy to predict certain risks in premature birth. The paper presents a solution to prevent high risk situations, using ontology as support in profiling pregnant women with possible pregnancy risks. Based on ontology and available medical database of one of the largest maternity hospitals in Timisoara (Bega) we create profiles of women focusing on cases with problems and high potential risks, using as tool the open source Protégé for ontology and Visual Studio .Net for the supporting application. The ontology creates links between the characteristics of pregnant women, medical history, disease and possible problems that may occur during pregnancy. The ontology is used in an application stored in cloud to be accessed by physicians from different locations. Based on this information the application creates women profiles matching the risk they may be exposed to. The application is in tests in Bega Hospital. A set of profiles resulting from a knowledge base will show high risk situations, mainly in premature birth cases.","2017-06-22","2025-11-10 09:29:05","2025-11-10 09:35:34","","289-292","","","","","","","","","","","","","","","","","","","","Journal Abbreviation: 2017 E-Health and Bioengineering Conference (EHB)","<p>Export Date: 10 November 2025; Cited By: 2; Conference name: 6th IEEE International Conference on E-Health and Bioengineering, EHB 2017; Conference location: Sinaia; Grigore T. Popa University of Medicine and Pharmacy</p>","","","Cloud computing; cloud computing; Ontology; Medical computing; Knowledge based systems; Ontologies; medical informatics; Medical informatics; Resource description framework; Medical problems; Diseases; High potential; High-risk situations; Hospitals; Medical database; Medical history; obstetrical risk; Obstetrics; Pregnant woman; premature birth; Profiles matching; Pediatrics; Pregnancy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2017 E-Health and Bioengineering Conference (EHB)","","","","","","","","","","","","","","",""
"VV3GNZGE","conferencePaper","2017","H. Stančić; A. Rajh; M. Jamić","Impact of ICT on archival practice from the 2000s onwards and the necessary changes of archival science curricula","2017 40th International Convention on Information and Communication Technology, Electronics and Microelectronics (MIPRO)","","","10.23919/MIPRO.2017.7973533","","At the outset authors of this article investigate the influence of ICT on archival practice. All archival processes are affected by latest developments in ICT. DMS and eSignature requirements and legislation (like MoReq and eIDAS) influenced record management practice. PAIS, OAIS and storage solutions have their impact on the archival management. Special audio and video format solutions influenced specialised archives. Graph databases as a more agile tool for organising information and the upcoming Records in Contexts (RiC) standard are influencing archival description. New preservation methods have emerged - Chain of Preservation model (COP) and the upcoming Preservation-as-a-Service for Trust (PaasT) model. PaasT is the result of growing cloud services. Semantic web influenced retrieval and usage of materials in all heritage institutions. The authors proceed to discuss how the elaborated changes should reflect the archival science academic curricula. They investigate what are new archival science core competences that should be taught to students and archival professionals by university teachers today, how should universities prepare their students of archival science for contemporary (digital) labour market etc. The authors offer a clear position what archival competencies, arising from the influence of ICT and cloud environment, should be built upon in the contemporary archival science curricula.","2017-05-22","2025-11-10 09:29:05","2025-11-10 09:29:05","","812-817","","","","","","","","","","","","","","","","","","","","Journal Abbreviation: 2017 40th International Convention on Information and Communication Technology, Electronics and Microelectronics (MIPRO)","","","","Standards; Databases; Media; Content management; Electronic countermeasures; Information and communication technology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2017 40th International Convention on Information and Communication Technology, Electronics and Microelectronics (MIPRO)","","","","","","","","","","","","","","",""
"Y6QHSX7M","journalArticle","2017","M. M. Hassan; H. Albakr; H. Al-Dossari; A. Mohamed","Resource Provisioning for Cloud-Assisted Body Area Network in a Smart Home Environment","IEEE Access","","2169-3536","10.1109/ACCESS.2017.2726012","","In recent years, cloud-assisted body area network (CABAN) technologies have made their entrance in the Smart healthcare field, such as Smart home environment, and play a significant role for healthcare data storage, processing, and efficient decision making. However, currently, the CABAN paradigm in the healthcare domain is facing increasing difficulty in handling the huge amount of sensor data that the body sensor devices generate from diverse Smart home applications. Therefore, the challenging is now timely storing, processing, and analyzing of the sensor data in real time to maintain the Quality of Service (QoS) requirements of the caregivers or Smart home applications. QoS, here, is the capacity to support diverse Smart home applications in healthcare with different priorities, performance, and resource requirements. Therefore, in this paper, we present a fast and robust cloud resource allocation model for body sensor devices to ensure QoS for Smart home healthcare applications. We develop the proposed resource allocation algorithm using agent-based modeling (ABM) and ontology. There are few works, which consider ABM and ontology for resource allocation in CABAN platform. Moreover, we used an ABM tool called NetLogo to implement the proposed resource allocation model. The results from the implementation were compared with the results of existing algorithms and found to be promising.","2017","2025-11-10 09:29:05","2025-11-10 09:35:29","","13213-13224","","","5","","IEEE Access","","","","","","","","","","","","","","","","<p>Export Date: 10 November 2025; Cited By: 9; Correspondence Address: M.M. Hassan; Information Systems Department, College of Computer and Information Sciences, King Saud University, Riyadh, 11543, Saudi Arabia; email: mmhassan@ksu.edu.sa</p>","","","Cloud computing; Ontology; Distributed computer systems; Digital storage; Quality of service; Automation; Data handling; Resource allocation; Resource management; Health care; QoS; Software agents; Computational methods; Algorithm design and analysis; Agent-based model; Agent-based modeling and ontology; Autonomous agents; Body Area Network; Cloud-assisted body area network; Home networks; Intelligent buildings; Medical services; Smart homes; Wearable sensors; agent-based modeling and ontology; Body area networks; resource allocation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"N726Z94P","conferencePaper","2017","L. Shao; Y. Duan; X. Sun; Q. Zou; R. Jing; J. Lin","Bidirectional value driven design between economical planning and technical implementation based on data graph, information graph and knowledge graph","2017 IEEE 15th International Conference on Software Engineering Research, Management and Applications (SERA)","","","10.1109/SERA.2017.7965749","","Value-Driven Design enables rational decisions to be made in terms of the optimum business and technical solution at every level of engineering design by employing economics in decision making. In order to maximize the business profitability, we propose to bridge bidirectional value driven design between economic planning and technology implementation on the basis of the data graph, information graph and knowledge graph. We use data graph, information graph and knowledge graph to analyze problems that have negative impact on activities of software development including requirement analysis, summary design and detail design. We propose to improve system reliability and robustness by managing data and information reuse, redundancy as well as structure.","2017-06-07","2025-11-10 09:29:05","2025-11-10 09:29:05","","339-344","","","","","","","","","","","","","","","","","","","","Journal Abbreviation: 2017 IEEE 15th International Conference on Software Engineering Research, Management and Applications (SERA)","","","","Software; Redundancy; Data models; Cognition; Planning; Stakeholders","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2017 IEEE 15th International Conference on Software Engineering Research, Management and Applications (SERA)","","","","","","","","","","","","","","",""
"WZV7I9G2","conferencePaper","2017","J. Janulevičius; L. Marozas; A. Čenys; N. Goranin; S. Ramanauskaitė","Enterprise architecture modeling based on cloud computing security ontology as a reference model","2017 Open Conference of Electrical, Electronic and Information Sciences (eStream)","","","10.1109/eStream.2017.7950320","","The recent growth of popularity of cloud computing services delivers various benefits in multiple fields of activity, including reduced resource costs due to optimized hardware setup, as well as improving mobility. However, cloud computing has some issues that need to be clarified, one of which is the security of cloud computing. The dispersion of cloud service vendors means that most security issues are still addressed often as unique to the particular vendor or cloud computing system, lacking standardization of the procedures and protocols that users and vendors follow when implementing a cloud computing system and running it. This paper deals with cloud computing security management. It offers an ontology, designed by the authors of the paper, specifically built to deal with cloud security controls covering the most important documents of the domain of cloud security management and the implementation of the proposed ontology to an enterprise architecture modeling language.","2017-04-27","2025-11-10 09:29:05","2025-11-10 09:36:01","","1-6","","","","","","","","","","","","","","","","","","","","Journal Abbreviation: 2017 Open Conference of Electrical, Electronic and Information Sciences (eStream)","<p>Export Date: 10 November 2025; Cited By: 13; Conference name: 2017 Open Conference of Electrical, Electronic and Information Sciences, eStream 2017; Conference location: Vilnius</p>","","","Cloud computing; cloud computing; Ontology; information security; ontology; Cloud securities; Distributed computer systems; Security; Ontologies; Computer architecture; Documentation; Cloud computing services; Cloud computing securities; Security issues; Enterprise Architecture; Security of data; Modeling languages; Cloud security managements; enterprise architecture; Enterprise architecture modeling; Industrial management; Reference modeling; Computational modeling; Analytical models","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2017 Open Conference of Electrical, Electronic and Information Sciences (eStream)","","","","","","","","","","","","","","",""
"E5QNSZ87","conferencePaper","2017","Peng Miao; Gaurav Sablok; Qinglei Zhang; Mingxin Tao; BeiBei Zhu; Gang Feng; Xiaoyong Sun","Pretty cloud: Visualizing weighted and grouped genomic context with mathematical curves","2017 IEEE 2nd International Conference on Cloud Computing and Big Data Analysis (ICCCBDA)","","","10.1109/ICCCBDA.2017.7951946","","Biological networks and visualization of the frequent terms in networks offers a key scenario to visualize and link the biological terms, which are representative of the physiological experiment. Plethora of the publications recently using the RNA-Seq has widely elucidated the organismal biology. However, the embedded annotations are dispersed across representative publications and present end-user a cumbersome task of visually looking at annotations files for the over-represented categories. In the present paper, we present an R package for the visualization of the most frequent annotation terms using math curve functions. The developed pack-age allows for the visualization of the abundant terms in clustered way using weighted indices and present the visualization of the abundance of the terms in relation to word size, font and coloring as per the frequency of the observed word, prettycloud is implementegd in R, and is supported on Windows, Linux and MAC OSX, and freely available at https://sourceforge.net/ projects/prettycloud/or http://genome.sdau.edu.cn/research/software/prettycloud.html (Figure 1).","2017-04-28","2025-11-10 09:29:05","2025-11-10 09:29:05","","400-403","","","","","","","","","","","","","","","","","","","","Journal Abbreviation: 2017 IEEE 2nd International Conference on Cloud Computing and Big Data Analysis (ICCCBDA)","","","","visualization; Visualization; Bioinformatics; Genomics; embedded annotations; Physiology; R package","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2017 IEEE 2nd International Conference on Cloud Computing and Big Data Analysis (ICCCBDA)","","","","","","","","","","","","","","",""
"PC9ZX4V7","conferencePaper","2017","B. Karim; Qing Tan; J. R. Villar; E. de la Cal","Resource brokerage ontology for vendor-independent Cloud Service management","2017 IEEE 2nd International Conference on Cloud Computing and Big Data Analysis (ICCCBDA)","","","10.1109/ICCCBDA.2017.7951959","","Cloud software deployment, resource provisioning, monitoring and full cycle maintenance has proven to be time-consuming and complicated. While one cloud provider is good at one or a few services, other providers might be good at other services. Cloud users eventually want to consume most advantageous resources across multiple providers with the best price while avoiding vendor lock-in. Cloud users also need to safeguard their most valuable digital asset, their data, against cloud outage, which can happen to any vendor. This could mean using the same type of resources across multiple cloud providers. Moreover, cloud providers are continuously changing and evolving their services. Cloud users can only take advantage of these changes if they are able to relocate and real-locate resources using an autonomous and vendor independent tool. We propose a vendor-independent cloud provisioning tool that utilizes an ontology-based semantic reasoning to acquire the best feasible cloud resources for cloud users. In this paper, we outline an ontology subset for purchasing cloud resources or services based on price, user transaction volume, preference, quality of service and Service Layer Agreements (SLA). The proposed ontology is outlined in a case scenario followed by an applied algorithm for negotiating resource purchase between cloud consumer client and cloud vendor provisioning services. Such ontology can be used in inter-cloud federation API for monitoring and acquiring and maintaining the most advantageous cloud resources.","2017-04-28","2025-11-10 09:29:05","2025-11-10 09:35:30","","466-472","","","","","","","","","","","","","","","","","","","","Journal Abbreviation: 2017 IEEE 2nd International Conference on Cloud Computing and Big Data Analysis (ICCCBDA)","<p>Export Date: 10 November 2025; Cited By: 7; Conference name: 2nd IEEE International Conference on Cloud Computing and Big Data Analysis, ICCCBDA 2017; Conference location: Chengdu</p>","","","Cloud computing; Semantics; Ontology; Monitoring; Ontology-based; Cloud consumers; Cloud providers; Quality of service; Big data; Data handling; Information analysis; Semantic reasoning; Electronic trading; cloud resource brokerage; Cloud service managements; monitoring cloud provider performance; Multi-vendor; multi-vendor cloud resource provisioning ontology; semantic reasoning for resource provisioning; Software deployment; User transaction; Pricing; Tools","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2017 IEEE 2nd International Conference on Cloud Computing and Big Data Analysis (ICCCBDA)","","","","","","","","","","","","","","",""
"9EVLVWPN","conferencePaper","2017","K. Govindarajan; V. S. Kumar; T. S. Somasundaram","A distributed cloud resource management framework for High-Performance Computing (HPC) applications","2016 Eighth International Conference on Advanced Computing (ICoAC)","","","10.1109/ICoAC.2017.7951735","","The High-Performance Computing (HPC) users require the high-end compute, storage, and, network execution environment in a dynamic manner for testing HPC applications. The High-Performance Computing Cloud (HPCC) provides a kind of execution environment in an on-demand manner. Generally, the cloud resource management system or cloud resource broker manages the compute, storage, and network resources in HPCC. However, it faces the challenges of scalability, interoperability, and achieving guaranteed Quality of Service (QoS). Hence, the proposed research work addresses the above-said issues by employing the distributed cloud resource management framework. The proposed system can be able to handle a large number of user application requests and manage the multiple cloud resources in an interoperable manner. The proposed system is evaluated by submitting a large number of real-world HPC applications. The performance metrics such as response time, a number of successfully handled requests, and user satisfaction are measured to evaluate the performance of proposed system.","2017-01-19","2025-11-10 09:29:05","2025-11-10 09:29:05","","1-6","","","","","","","","","","","","","","","","","","","","Journal Abbreviation: 2016 Eighth International Conference on Advanced Computing (ICoAC)","","","","Cloud Computing; Cloud computing; Semantics; Interoperability; Ontologies; Resource management; Scalability; Distributed Hash Table (DHT); Distributed Resource Management; High-Performance Computing; Operating systems; Semantic Description and Discovery","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2016 Eighth International Conference on Advanced Computing (ICoAC)","","","","","","","","","","","","","","",""
"9232D7BU","journalArticle","2017","C. Ke; Z. Huang; X. Cheng","Privacy Disclosure Checking Method Applied on Collaboration Interactions Among SaaS Services","IEEE Access","","2169-3536","10.1109/ACCESS.2017.2710091","","As a new software paradigm, cloud computing provides services dynamically according to user requirements. However, it tends to disclose personal information due to collaborative computing and transparent interactions among software as a service (SaaS) services. We propose a private data disclosure checking method that can be applied to the collaboration interaction process. First, we describe the privacy requirement with ontology and description logic. Second, with dynamic description logic, we validate whether SaaS services are authorized to obtain a user's privacy attributes, to prevent unauthorized services from obtaining their private data. Third, we monitor authorized SaaS services to guarantee privacy requirements. Therefore, we can prevent users' private data from being used and propagated illegally. Finally, we propose privacy disclosure checking algorithms, and demonstrate their correctness and feasibility by experiments.","2017","2025-11-10 09:29:05","2025-11-10 09:35:35","","15080-15092","","","5","","IEEE Access","","","","","","","","","","","","","","","","<p>Export Date: 10 November 2025; Cited By: 4; Correspondence Address: C. Ke; School of Computer Science and Technology, Nanjing University of Posts and Telecommunications, Nanjing, 210003, China; email: brobo.ke@njupt.edu.cn</p>","","","Cloud computing; data privacy; Computation theory; Software as a service (SaaS); Data privacy; Privacy; Privacy disclosures; Data description; Formal languages; Software as a service; Personal information; Computer circuits; Dynamic description logic; Interaction process; privacy enforcement; Privacy enforcement; Privacy requirements; privacy supervising; SaaS service; transparent interaction; Protocols; Unified modeling language","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CH3EHDKY","conferencePaper","2017","F. Hallo; M. Hallo","An approach to Informatics foresight","2017 IEEE World Engineering Education Conference (EDUNINE)","","","10.1109/EDUNINE.2017.7918190","","Most curricula in Informatics and other sciences at the universities are in permanent change. An informatics foresight is useful to update the study programs and to develop and offer new study curricula tuned for the local needs. More of these types of studies are developed by governmental departments and specialized groups because of the number of variables to analyse, the complexity of scenarios, and the wide number of experts needed, not to mention the cost and the governmental plans and goals a country has. In this paper we have adapted a simple method to define an informatics foresight using the information already available in internet and specialized electronic libraries. The method was applied to a study case: the future of the informatics and computer science majors at Escuela Politécnica Nacional of Quito Ecuador.","2017-03-19","2025-11-10 09:29:05","2025-11-10 09:29:05","","95-99","","","","","","","","","","","","","","","","","","","","Journal Abbreviation: 2017 IEEE World Engineering Education Conference (EDUNINE)","","","","Security; Software; Big Data; Informatics; Electronic government; foresight; informatics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2017 IEEE World Engineering Education Conference (EDUNINE)","","","","","","","","","","","","","","",""
"BVYTIUJW","conferencePaper","2017","N. Melnykova; N. Shakhovska; T. Sviridova","The personalized approach in a medical decentralized diagnostic and treatment","2017 14th International Conference The Experience of Designing and Application of CAD Systems in Microelectronics (CADSM)","","","10.1109/CADSM.2017.7916139","","In this paper proposed the clinical system of support decision medicinal solutions that based on ontology with the use of biosensors, to realize the process of decentralized diagnostics and personalized treatment. Identified objectives that are required to perform a number of design and describes main architecture components of this system.","2017-02-21","2025-11-10 09:29:05","2025-11-10 09:29:05","","295-297","","","","","","","","","","","","","","","","","","","","Journal Abbreviation: 2017 14th International Conference The Experience of Designing and Application of CAD Systems in Microelectronics (CADSM)","","","","Decision making; Ontologies; Databases; Hospitals; sensor; personalization; Medical diagnostic imaging; Biosensors; decentralized diagnostic; system of support decision-making in treatment","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2017 14th International Conference The Experience of Designing and Application of CAD Systems in Microelectronics (CADSM)","","","","","","","","","","","","","","",""
"Q9U7YLUK","conferencePaper","2017","M. Kettouch; C. Luca; M. Hobbs","Schema Matching for Semi-structured and Linked Data","2017 IEEE 11th International Conference on Semantic Computing (ICSC)","","","10.1109/ICSC.2017.104","","The Linked Data paradigm is a common standard initiated to complement the general architecture of the semantic web and create a single space containing data that is machine-readable and connected to related data. Figures, however, show that one of the main sources of semi-structured data providers, Web APIs, continued to grow even after the creation of the Linked Data concept. Given that data sources with significant value are still in a semi-structured format, it is essential to bridge between the two data models, so that the full potential of the semantic web can be realised. This paper presents SimiMatch, an approach for schema matching between semi-structured and Linked Data. It contributes towards a virtual integration system that will be able to provide transparent access to heterogeneous and autonomous sources. It addresses the challenge of sustaining the continuous changes of the web of data via semantic similarity measurement.","2017-02-30","2025-11-10 09:29:05","2025-11-10 09:29:05","","270-271","","","","","","","","","","","","","","","","","","","","Journal Abbreviation: 2017 IEEE 11th International Conference on Semantic Computing (ICSC)","","","","Cloud computing; Semantics; Data integration; Data mining; Conferences; Vocabulary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2017 IEEE 11th International Conference on Semantic Computing (ICSC)","","","","","","","","","","","","","","",""
